"X1","X2","X3"
"No.282 :","読み込みが少し遅いと感じましたが、画面もきれいで、コスパもよく気に入っています。",4
"No.283 :","軽くて持ち運びに便利。ネットや立ち上がりがやや遅いのが残念！",4
"No.284 :","最高の明るさにしても画面がくらすぎます",2
"No.285 :","動作が重いです。画質も微妙でも音がいいです。ゲームは進めない",3
"No.286 :","動画を見るのが主な使い道ですが、手頃な価格で問題なく使えており満足している。",4
"No.287 :","価格含め全体的にはとてもよかったのですが、5GHz帯に未対応だったのが残念です。",4
"No.288 :","画質はまああまです。比較的軽くてバッテリーもよく持ちます。",4
"No.289 :","コスパがいいと思います。2代目のスマホ感覚で使っています。",4
"No.290 :","軽く、画質・音声も良いです。手軽に購入できて良かったです。",5
"No.291 :","子供がYouTubeを見るために始めて購入しましたが、大変満足してます。",4
"No.292 :","問題なく動いてくれます。梱包も綺麗で好印象でした。",4
"No.293 :","画質も充分綺麗ですし、思ったより軽いです。自宅で学習用に使います。",5
"No.294 :","Android使ったことないので慣れるまで不安ですが頑張ってみます。",4
"No.295 :","コストパフォーマンスに優れ、たいへん満足しました。",5
"No.296 :","用途を限定して使用してます。この値段でこのパフォーマンスなら十分。",4
"No.297 :","画質も悪くないし、使いやすいです！",5
"No.298 :","日本語の説明書が入っていました。",5
"No.299 :","いまいち画質がよくなかったし、音もよくなかった。",4
"No.300 :","安くて、大きくて、大満足です！",5
"No.301 :","大きな画面で使いやすいです。お求め易い価格もうれしいです。",5
"No.302 :","使いやすい",5
"No.303 :","動画観賞用に購入しました。きれいに観えて満足してます。",4
"No.304 :","孫のYouTuberを見るのに使います",5
"No.305 :","画面が大きくて見やすいです。",5
"No.306 :","さくさく使えます。シンプルで使い勝手もいいです。",3
"No.307 :","youtube見るくらいならこれで充分です",5
"No.308 :","初期設定も簡単で使いやすいです",5
"No.309 :","画面も大きく、バッテリーの持続時間も充分です。",5
"No.310 :","画質はいい動作は重い",4
"No.311 :","初心者でも使いやすいです。",5
"No.312 :","価格が安い画質はまずまずです",4
"No.313 :","画質が良いです。コスパは良いと思います。",5
"No.314 :","ゲーム用に購入しました",3
"No.315 :","軽くて良いと思います。",4
"No.316 :","画質　とても綺麗です。",5
"No.317 :","使いやすく素晴らしいです。",5
"No.318 :","問題なし",4
"No.319 :","値段の割には結構動くし、画面もきれい",4
"No.320 :","画面の滑りが悪いかな",4
"No.321 :","いーよ！きれいだし！",4
"No.322 :","使いやすかった",5
"No.323 :","値段は製品を表してます",2
"No.324 :","大きさも画質も充分です。",4
"No.325 :","良い。",3
"No.326 :","使いやすそう",4
"No.327 :","使用5ヶ月後、長押ししても、電源が入らない。スマホではないから、株取引、送金、メールができず、困る。タブレットは２つ必要。さすがアマゾン出店店舗。２０２１．１２．１０に故障報告メールして、１３日に新品が届いた。今度は、念の為、スイッチを切らずに使用する。最初からタブレットアプリを設定し直すことを覚悟したが、グーグルメール登録で、全て自動設定できた。素早い、すばらしい対応、ありがとう。さらに進化させ、益々、活躍ください。",5
"No.328 :","友人にお礼として送りました。動きがとても滑らかで、まだ 1日しか使っていませんが、とても画面も綺麗だとお礼の連絡がありました。アマゾン様のレビューを信じてとても良かったです。コストパフォーマンスもよく、大切に使ってもらえると思っています。",5
"No.329 :","日本語の設定になっていて、電源も93%ありました。環境はテレワークのサブ画面かに使う予定でしたが、付属の充電ケーブルが全然役に立たず、別に購入して使っています。ダメはそこぐらいで画面も色合いも良いのでほとんどのレビューは信用出来ると思います。",4
"No.330 :","バッテリーが一晩中充電して28%しか出来なかたった。",2
"No.331 :","80才の母の日のプレゼントとして購入。まだガラケー使用者で、タブレットデビューです。脳トレ、健康系、料理系のアプリを中心に使用するので、スペック的に十分ですし、価格にも満足です。これからもっと元気になっちゃうわ～と大喜びしてもらえたので、購入して良かったです。",5
"No.332 :","子供の5歳の誕生日プレゼントに購入しました。それまで使っていたFireタブレットの調子が悪くなったため、買い替えたのですが、以前の機種と比べて性能面も問題なく、コスパも良いので良い買い物をしたと思います。子供も気に入ったようでさっそく使っています。",5
"No.333 :","買った当初は値段の割に満足でしたが、３ヶ月くらい経って、スピーカーの音が割れてきました。まあ、緊急時の短期間の使用と割りきれば良いと思います。リピートはしません。",2
"No.334 :","中3女子のお誕生日プレゼントに購入しました。自分の部屋でもNetflixやYouTubeがテレビ感覚で見られるのと、ほぼほぼiPadと同じ機能が使えるので大変喜んでいました！お手軽価格なので親にもありがたい商品です^ ^",5
"No.335 :","画質はまぁまぁです。子供が使うにはバッテリーも十分です。他のタブレットを持ってないので、軽さの比較はできません。ゲームアプリも問題なく出来て、YouTubeも問題なくできます。",4
"No.336 :","母にプレゼントしましたが画像が綺麗と喜んでおりました。ありがとうございました。",5
"No.337 :","プレゼントで買いました商品についてはわからないですが気に入ってもらえたようなので星5で",5
"No.338 :","画質も綺麗で反応も早くとてもいい商品です(^^)ありがとうございました(^.^)",5
"No.339 :","画質も良く、動作もなく重くもなく、不自由なく使えていてとてもよい。",5
"No.340 :","子供が動画などを見る為に購入しました！値段もお手頃でとても満足してます。",5
"No.341 :","画質きれいで、問題なく使えています。",4
"No.342 :","この価格なら、文句なしかな。",4
"No.343 :","特にありません。",5
"No.344 :","まずまずの画像です！",4
"No.345 :","画質が綺麗、少し重い",4
"No.346 :","１０インチタブレットとしては画質もグッドで、持ち運びもグッドです。2台目、3台目としての活躍は間違いありません。ただ、検索するためのキーボード入力の手間がかかりすぎます。PCにはかないません。",5
"No.347 :","初代iPadAirを使っていましたが、OSのアップデートに伴い動作がもっさり+Kindleが正常に動かないなどがありタブレットを探していました。私のタブレット使用は、Kindle閲覧とYou Tube視聴です。レビューもこの2点で投稿します。①Kindleについて　ページのめくりはスムーズでつっかかる感じはしません。今までつかっていたiPadと解像度が違うため文字に違和感がありますが使用していくうちに慣れていくと感じます。②You Tubeについて　動画再生準備～再生まで“超高速”では無いですが、特に不満はありません。コメントなども順次閲覧出来ます。スピーカーが、ステレオなのも良いですね。iPad Proなどのハイエンド機種と比較すると見劣りしますが、私の使用領域では不満なく使用できそうです。金額と性能を考えると満足です。やや重さが気になりました。",5
"No.348 :","以前使用していたタブレットが古く、バッテリーの持ちも悪かった。思いきつて買い替えを決意し、商品を探していたらこの商品にたどり着いた。Androidのバージョンも新しい事。バッテリーの容量。10インチのサイズなどに惹かれた。まず、商品注文して通常配達で2日で届いた。梱包状態も良好で、しっかりとしていた。早速開封して電源ON。バッテリーもほぼ充電完了状態。基本設定も画面指示通り実施し、すんなりと完了した。必要なアプリもGoogleplayからダウンロードし、全く問題無い事を確認。画面の明るさも良好。なんだかんだで、1日中タブレットを使用したが、バッテリーの容量も問題ない。注文前、あまりの価格安さで大丈夫かと案じたが、家電量販店で高額な商品を購入しなくて良かったと思った。最終的に当分十分に使える物になりそうです。",5
"No.349 :","他にもiPadなどのタブレットは所有していますが、子どもの動画視聴用として購入しました。購入にあたり重視したのは価格と耐久性です。価格については、いろいろなタブレットがあるなかで、Android10搭載で、標準的なスペックを持ちながら10000円を少し越えるくらいの値段なので満足しています。耐久性については、まだ使い始めたばかりなので不明な部分もありますが、本体は割と堅牢な感じで、裏面もラバーのような素材で滑りにくく、子どもが使用しても落としづらい点は良いかと思います。難点としては、子どもが扱うには重量がやや重めかと感じられますが、大人が持つには問題ないかと思います。画質については、特段キレイというものではありませんが、値段相応でバックライトも明るく見やすい印象です。スピーカーも２個ついており、音楽鑑賞にも活用できそうです。バッテリーの持ちも、標準的というか、すぐに減ってしまうということもないようです。あまり聞いたことのないブランドの品で不安なところもありましたしたが、購入して良かったと思います。",5
"No.350 :","初期設定は日本語の説明書が入ってました説明書見ないで設定出来たので簡単です。Wi-Fiも簡単に設定出来ました動きが遅いですが、コスパ的にこんな物かなと思ってるので別に問題ありません。映像は普通です悪くも無ければ良くも無い。防犯カメラ用にを使ってますが少し遅いが映像と動きに問題無し。コスパ的に良いのではと思います。",4
"No.351 :","カクつきがありヌルヌル動くわけではありませんが安いという理由だけで購入しました。使用用途は主に動画を見るためだけでネット閲覧はストレスを感じるかもしれません。しかしタブレットが１万ちょいで購入できるとは良い時代になりました。不具合があってもこの価格ならいろいろ許せるかも。放置状態でバッテリーが消費されるようです。",4
"No.352 :","子供部屋に液晶テレビを買うか、タブレットを買うか迷いましたが、お値段が安かったので、お試し程度にこちらにしました。画質がたまに悪いかなと思う事はありますが、充電の持ちもよく動きもスムーズなので、満足です。",5
"No.353 :","早く届き、梱包もしっかりしていて、早速使っています。ラインも入れてTikTOKやYouTubuを見たりしてます。携帯と違って画面が大きいのでＰCは自室に有るので此れからはリビングで手軽に見れる。買って良かったです。",5
"No.354 :","届いてすぐ電源を入れた時点で90%以上が充電されていてすぐにセットアップができました。画質は良く、文字も見やすいと思います。祖父のタブレットデビューに購入したのでハイスペックなものは求めていませんのでiPad等の品質とは全く違うものだと思って使用します。ちなみにiPadも所有していますがカメラ以外の画質はそこまで変わらないような気がします。アプリのダウンロードに少し時間がかかるような気もしますがアプリの大きさにもよるのでタブレット原因かどうかは不明です。こちらは許容範囲内だと思います。あくまでもメイン機ではなくサブ機や子供用として使用するには良い商品だと思って購入された方が良いかと思います。",5
"No.355 :","Kindleでプレミアムプロの入門書を読むのに為購入　画面はキレイだし本体裏には指紋もつきにくくてgoodです　やはり大きい画面は読みやすいただし充電ゼロで届いたので初期不良かと思ってびびりました",5
"No.356 :","高齢の母のため、大きい画面で動画視聴や調べ物ができるようにと購入しました。タブレットの購入は初めてなので、他との比較はできませんが、コスパは良いと思います。バッテリーの持続時間についてはまだなんとも言えませんが、画質は良く、本体の重さも想定通りと言った感じです。初期設定は簡単、十分に充電された状態で届いたので、すぐに使い始めることができました。1000円OFFで購入でき、とてもお得に買い物できて満足しています。",5
"No.357 :","今まで使ってたタブレットが8インチだったから、これは10インチなので、やっぱり画面が大きく見やすいし、この私でも、何も心配することなく、すんなり使えました。これで、この値段お得感ありです。あとはどれだけ使えるか、楽しみながら使ってみます。",5
"No.358 :","父への誕生日プレゼント用に購入しました。画質も悪くないと思います。動きもなめらかで、音もクリアです。カメラは夜の室内（蛍光灯は昼白色）でしか撮影してませんが、少し画質は荒いです。主に動画とマップでの使用なので参考までに‥。使用して1月程で電源が入らなくなってしまったのですが、問い合わせをしたところ、迅速に対応して頂けました。故障から3日程で新しい物を届けて下さり、父も喜んでおります。感謝致します。",5
"No.359 :","初めてタブレットを購入しました。ずっとiPhoneやiPad所持者だったので充電の持ちはちょっと短いように感じます。(動画ばかり見ているからもあります。)画質や音質はこの価格を考えると良いと思います。動きも早く感じます。難点はブルーライトカット機能、ブルーライトカットアプリ、画面録画、画面録画アプリが全く使用できません。",3
"No.360 :","家のソファーに座ってYouTubeを見たりKindleを読むのに使っています。画面もそこそこ大きいので、動画を見たり漫画を読んだりするのに向いています。ネットサーフィンも問題ないです。この値段でこの品質なら大満足です。",5
"No.361 :","小学生の子どもの学習のために、かつ我が家で初めてのタブレット購入でした。いろんな方のレビューを参考にお財布と相談してこちらに決めたのですが良い買い物だったと思います。1点だけ言うならばやや重いことです。小学生が片手で持ってもう片方で操作するのはちょっと大変かもしれません。それ以外は今のところ文句なしなので壊れるまで使うつもりです。",4
"No.362 :","機械音痴の自分でも 最初からグーグル系統のアプリが入っているので使いやすかったです。携帯をアンドロイドを使っていたので 使い方が簡単で、助かりました。最初から充電もしてあったのですぐに開けて 嬉しかったです",4
"No.363 :","電源入るのが遅ずる、ネットに繋がるのも異常に遅い、アプリもインストール出来ない物もある、中国製品は駄目だ話にならないこんなタブレット買うわない方がい、ただのゴミだ。",1
"No.364 :","古いタブレットが壊れた為新しいのを探してて、色々なタブレットのレビューを見ててこれに惹かれ購入を決意！レビュー通り使ってると画質良し、音良し、操作良しで最高！！動画ぐらいしか見ないけど、動画観るように探してるあなた！これオススメです。迷ってるならこれにしときー！！",5
"No.365 :","スマホで動画を見ていた親へのプレゼントとしてあげました。それなりに使えているようですが、、、時々切れてしまうのは、家にWifiのせいか？タブレットの性能か？微妙なところです。",4
"No.366 :","何年か使ったタブレットが壊れてしまったので急遽購入しました。家族が使っているiPadと比べるとタッチの反応が悪いと思いますが、動画を見るだけですので許容範囲です。何かあったら追加レビューをしたいと思います。",4
"No.367 :","コスパ良しバッテリーのもちが良くない。",3
"No.368 :","お値段なりかと期待してなかったのですが、画像綺麗だしサクサク動くので感動でした！まだ買ったばかりなので耐久性は分かりませんがいっぱい活躍しそうです！",5
"No.369 :","初めて10インチのタブレットを手にしたので、やはり画面は大きく感じました。意外と軽くて、良いですが滑りやすいのでやはりケースがあると良いかなって思います。動画など見るのに良いサイズだと思います。安く買えたので満足しています。",4
"No.370 :","子供が使う為に購入。予定通り届きました。電源を入れると充電もMAXですぐ使えましたし、設定も簡単でした。画質も良く満足です！！！初めての購入で不安もありましたが、買ってよかったです！また機会があればよろしくお願いします。",4
"No.371 :","4年ほど前のタブレットを子ども用に使っていたのでそろそろと思い新しく購入。2021年版ということで性能は全然良いですので満足してます。1万円とちょっとで買えたのでゲームセンターとかで遊ばせるのを考えても買ってよかったです。",5
"No.372 :","安い、綺麗、早い、使いやすい",5
"No.373 :","良い点画像はよいです、コストパフォーマンスが素晴らしいです。悪い点日本語のマニュアルではTYPE-Cと記載がありますが、TYPE-Cはありません。TAYPE-Bです。",4
"No.374 :","画像も音も悪くなく画面が大きいので動画を見るのに最適です。日本語も対応していて使い方もアンドロイドのスマホとかわらないので、すぐ使えました。背面も滑りくい材質でとても持ちやすかったです。",5
"No.375 :","このスペックでこの値段ならお買い得だと思いますZoomなどに使うために購入しました、スマホの2台目だと想って使っています",4
"No.376 :","充電が7時間で23%て、実用的？ずっと充電コード繋いだままで使えってことかな。",2
"No.377 :","枕元でも見やすい。",5
"No.378 :","思った以上に良い品でした",4
"No.379 :","前に使ってた同価格タブレットよりかなり良いです。",4
"No.380 :","10インチでこの値段は買い！！性能的にも普通に使うぶんには問題なし！ただしょうがないが少し重いかな～…",5
"No.381 :","子ども用に買わせてもらいましたが画面も見やすくよかったです。少し通信速度が遅いですが子どもは満足しています。",4
"No.382 :","アプリダウンロードは時間がかかりますが、YouTubeをみてちょっとゲームをするだけならサクサク動き満足です",5
"No.383 :","軽さ、画質、持ち運びに便利<U+203C><U+FE0F>",5
"No.384 :","子供の動画鑑賞用に購入。1万台ということを踏まえると文句のつけようがない性能。",5
"No.385 :","高校生です、学習用に購入しました。とても満足しています。",5
"No.386 :","操作反応が少し遅い気がします。でも値段の割には良かったです。",3
"No.387 :","Amazonで買った本を読むために買いました。RAM2GB、ROM32GBは少ないと思いましたが使ってみると動作はもたつくことなく満足しています。価格から想像していた本体の作りとは違い、良く出来ている印象で「得した感』を持ちました。まだ使い込んでませんが大切に使えそうな1台になりそうです。重さは少しずっしりしていると感じますが、画面は明るく鮮明です。",4
"No.388 :","コロナ禍で実家の両親と大きな画面でテレビ電話するのに購入しました。iPhone慣れしてるので操作は最初戸惑いましたが、この価格で充分な機能を備えてると思います。画面め見やすいです。",5
"No.389 :","サイズが丁度よく持ち運びに便利なのでとても使い勝手が良いと感じました。購入して良かったと満足しております。",4
"No.390 :","価格も安く、プレゼントに向いていると思います。家族にプレゼントする際には、検討できる品物です。",5
"No.391 :","注文から10日で到着。Wi-Fi設定はスムーズにできたのですが、リアカメラが使い物にならない。基本、動画視聴が目的ではあるけど画質は期待していたほどではなかったかな安いし、こんなもんかと",3
"No.392 :","YouTubeの閲覧のためだけでしたので安価だったこの商品を購入。商品到着後しばらくして、再起動無限ループ。試行錯誤してなんとか落ち着いたかなと思い使用していましたが最近は仕事から帰ってくるとandroidシステムがロードできなかったとかでリロードするか初期化するかの英語だらけの画面がしょっちゅう出ます。調子がいいときは問題なくYouTubeの視聴ができますが、やはり安価なものはこんなものかなあ…というか印象です。もう数万円出してiPadのWi-Fiモデルを購入すればよかったかなと少し後悔しています。※※追記※※6/12に電源を入れたらドロイド君が倒れ、コマンドが指定されていませんのメッセージが。ネットで調べてリブートをかけようとしても変わらず、電源ボタンと音量ボタン同時押しなどをしたところ、急に中国語のメニューが出てき、何を押せばいいのか悩んでいるとプツンと真っ黒画面に。以降電源もつかず。最初から挙動がおかしいとは思ってましたが２ヶ月で壊れるとは…残念です。",2
"No.393 :","起動時間がかかる、バッテリーの減りが早い",2
"No.394 :","子供の動画視聴用に購入しました。我が家のWi-Fi接続の問題かと思いますが、なかなか接続できず、苦戦しました。重さも画面の大きさもベストで重宝しています。",4
"No.395 :","動作は速くないですが、動画を見るために購入したので価格を考えたら充分ですバッテリーの減りも価格を考えたら充分ですあとは数ヵ月で故障とかしない事を祈るのみです",4
"No.396 :","子どものYouTubeやゲーム用に購入しました。いい感じです。",4
"No.397 :","早く届きました。画面も見やすく本体も軽いです。充電器もついておりスムーズに充電できます。",5
"No.398 :","If you are looking for an inexpensive 10"" inch android tablet, nothing fancy, mainly to surf the web, watch youtube / netflix, and play some basic games, this tablet here is exactly what it's for. Quick delivery, and it even comes with a screen protector already applied on the screen. I wish it had 5g wifi, but as stated in the description, only 2.4g, not a big deal considering the price of this tablet !!!",5
"No.399 :","すぐに壊れてしまい、返品しました。",5
"No.400 :","画質(良)、バッテリー(問題無し)、ゲームに関しても問題なく使えています。低価格でも普通に使用するなら私は十分だと思います。",5
"No.401 :","ネット購入は少し不安がありましたが、初期設定も分かりやすくすぐできました。iPhone使ってるので久々のAndroidでしたが、すぐにサクサク使えるようになりました。通信速度など特に気にならずに使えています。安く購入できて満足です。",4
"No.402 :","初期不良が一番心配でしたが、ゲームをしないライトユーザーなので、普通に使えています。ただ、グーグルの一部アプリで画面の自動回転しないものがあるのでしらべて対処します。",4
"No.403 :","iPadmini2がサポート切れのため購入。YouTubeは画質があまりよくなかったラグいのでゲームにも向かないかなあAmazonプライムでアニメみたり、絵を描いたりは出来そうです。追記きちんと見てなかったので気付かなかったのだけど、初期不良なのか、画面の歪みと淵のところに欠けや割れがありました。",3
"No.404 :","凄く便利でありがたいです",5
"No.405 :","買って半年で65％までしか充電ができなくなった。充電ケーブルを変えても治らなかった。それ以前も充電が終わるのに6時間以上かかった。それ以外は値段的に妥当な商品だと思う。",2
"No.406 :","BATTERYの持ちもいいですし、お値段も安くで購入出来たので満足してます。",5
