"recency","history_segment","history","mens","womens","zip_code","newbie","channel","segment","visit","conversion","spend"
2,"6) $750 - $1,000",867.91,0,1,"Surburban",1,"Multichannel","Womens E-Mail",0,0,0
7,"3) $200 - $350",314.55,1,1,"Surburban",0,"Phone","Womens E-Mail",0,0,0
8,"1) $0 - $100",29.99,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0
2,"2) $100 - $200",195.3,0,1,"Rural",0,"Phone","Womens E-Mail",1,0,0
3,"5) $500 - $750",716.47,0,1,"Urban",1,"Multichannel","Mens E-Mail",0,0,0
4,"1) $0 - $100",76.44,0,1,"Urban",0,"Phone","Womens E-Mail",0,0,0
6,"3) $200 - $350",333.98,0,1,"Surburban",1,"Web","Womens E-Mail",0,0,0
8,"1) $0 - $100",48.91,0,1,"Urban",0,"Web","Womens E-Mail",0,0,0
7,"1) $0 - $100",41.67,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0
4,"1) $0 - $100",50.2,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0
3,"1) $0 - $100",36.4,1,0,"Rural",0,"Web","Womens E-Mail",1,0,0
1,"2) $100 - $200",109.42,0,1,"Urban",1,"Phone","Womens E-Mail",0,0,0
12,"1) $0 - $100",29.99,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0
5,"4) $350 - $500",356.26,1,0,"Surburban",0,"Web","Womens E-Mail",1,0,0
1,"1) $0 - $100",58.54,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0
1,"1) $0 - $100",29.99,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0
10,"1) $0 - $100",29.99,1,0,"Urban",1,"Web","Womens E-Mail",0,0,0
8,"2) $100 - $200",181.47,0,1,"Urban",0,"Web","Womens E-Mail",0,0,0
4,"1) $0 - $100",67.91,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0
9,"2) $100 - $200",148.03,1,0,"Urban",1,"Phone","Womens E-Mail",1,0,0
3,"2) $100 - $200",131.27,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0
3,"1) $0 - $100",29.99,1,0,"Surburban",0,"Phone","Mens E-Mail",1,0,0
1,"6) $750 - $1,000",809.46,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0
2,"1) $0 - $100",29.99,0,1,"Surburban",1,"Phone","Womens E-Mail",0,0,0
9,"2) $100 - $200",154.65,1,0,"Rural",1,"Phone","Womens E-Mail",0,0,0
4,"3) $200 - $350",202.03,0,1,"Rural",1,"Phone","Mens E-Mail",0,0,0
2,"1) $0 - $100",70.34,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0
3,"3) $200 - $350",347.1,1,1,"Rural",0,"Phone","Womens E-Mail",0,0,0
3,"3) $200 - $350",250.73,1,1,"Urban",0,"Web","Mens E-Mail",0,0,0
4,"1) $0 - $100",78.21,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0
10,"1) $0 - $100",30.46,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0
9,"2) $100 - $200",155.39,0,1,"Rural",0,"Web","Mens E-Mail",0,0,0
1,"3) $200 - $350",208.95,0,1,"Urban",0,"Web","Womens E-Mail",0,0,0
1,"7) $1,000 +",2141.12,0,1,"Surburban",1,"Web","Mens E-Mail",1,1,246.94
8,"4) $350 - $500",369.91,0,1,"Rural",0,"Web","Womens E-Mail",0,0,0
8,"2) $100 - $200",187.14,1,0,"Rural",0,"Web","Womens E-Mail",0,0,0
5,"1) $0 - $100",29.99,1,0,"Urban",0,"Phone","Womens E-Mail",0,0,0
9,"1) $0 - $100",29.99,1,0,"Surburban",0,"Phone","Womens E-Mail",0,0,0
2,"1) $0 - $100",43.04,0,1,"Surburban",1,"Phone","Mens E-Mail",1,0,0
7,"1) $0 - $100",29.99,1,0,"Surburban",1,"Phone","Womens E-Mail",0,0,0
2,"5) $500 - $750",603.5,1,1,"Surburban",1,"Multichannel","Mens E-Mail",1,0,0
2,"2) $100 - $200",179.66,1,0,"Surburban",0,"Phone","Womens E-Mail",0,0,0
8,"3) $200 - $350",262.6,1,0,"Rural",0,"Multichannel","Mens E-Mail",0,0,0
5,"1) $0 - $100",29.99,1,0,"Surburban",0,"Web","Womens E-Mail",0,0,0
5,"1) $0 - $100",29.99,0,1,"Urban",1,"Phone","Womens E-Mail",0,0,0
6,"3) $200 - $350",308.42,0,1,"Surburban",0,"Web","Womens E-Mail",0,0,0
3,"2) $100 - $200",132.81,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0
2,"1) $0 - $100",52.3,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0
6,"1) $0 - $100",84.38,0,1,"Surburban",0,"Web","Womens E-Mail",0,0,0
10,"2) $100 - $200",102.32,0,1,"Surburban",0,"Web","Womens E-Mail",1,0,0
1,"3) $200 - $350",229.78,1,0,"Urban",0,"Web","Womens E-Mail",0,0,0
1,"4) $350 - $500",362.13,1,0,"Surburban",1,"Phone","Womens E-Mail",1,0,0
9,"2) $100 - $200",172.04,0,1,"Surburban",1,"Web","Womens E-Mail",0,0,0
7,"2) $100 - $200",122.74,0,1,"Surburban",1,"Web","Womens E-Mail",0,0,0
8,"1) $0 - $100",71.78,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0
10,"2) $100 - $200",182.97,1,0,"Surburban",0,"Web","Womens E-Mail",0,0,0
1,"2) $100 - $200",107.15,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0
10,"1) $0 - $100",29.99,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0
2,"6) $750 - $1,000",883.34,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0
4,"1) $0 - $100",65.24,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0
7,"5) $500 - $750",508.95,1,1,"Urban",1,"Multichannel","Mens E-Mail",0,0,0
9,"3) $200 - $350",248.28,1,0,"Surburban",0,"Web","Womens E-Mail",1,0,0
8,"5) $500 - $750",532.55,1,1,"Urban",1,"Web","Mens E-Mail",0,0,0
10,"3) $200 - $350",216.68,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0
8,"2) $100 - $200",178.27,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0
6,"3) $200 - $350",299.16,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0
3,"1) $0 - $100",29.99,0,1,"Urban",1,"Phone","Womens E-Mail",0,0,0
9,"5) $500 - $750",511.6,1,0,"Urban",1,"Multichannel","Mens E-Mail",0,0,0
2,"2) $100 - $200",161.64,0,1,"Urban",0,"Phone","Womens E-Mail",0,0,0
3,"5) $500 - $750",531.1,1,0,"Urban",1,"Multichannel","Womens E-Mail",0,0,0
2,"1) $0 - $100",29.99,1,0,"Urban",1,"Web","Womens E-Mail",0,0,0
8,"4) $350 - $500",394.16,1,0,"Surburban",0,"Phone","Mens E-Mail",0,0,0
5,"3) $200 - $350",261.67,1,1,"Rural",1,"Phone","Mens E-Mail",0,0,0
9,"3) $200 - $350",344.38,0,1,"Urban",1,"Phone","Womens E-Mail",0,0,0
12,"1) $0 - $100",29.99,1,0,"Rural",1,"Phone","Mens E-Mail",0,0,0
8,"4) $350 - $500",367.67,0,1,"Urban",1,"Web","Womens E-Mail",0,0,0
2,"7) $1,000 +",1393.85,0,1,"Rural",1,"Multichannel","Womens E-Mail",0,0,0
10,"3) $200 - $350",241.26,0,1,"Surburban",1,"Multichannel","Womens E-Mail",0,0,0
10,"2) $100 - $200",196.85,1,0,"Urban",0,"Phone","Womens E-Mail",0,0,0
1,"1) $0 - $100",79.44,0,1,"Rural",1,"Web","Mens E-Mail",0,0,0
6,"1) $0 - $100",83.56,0,1,"Rural",1,"Phone","Womens E-Mail",0,0,0
6,"1) $0 - $100",56.37,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0
3,"1) $0 - $100",56.99,0,1,"Surburban",0,"Phone","Womens E-Mail",1,0,0
3,"2) $100 - $200",121.25,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0
3,"3) $200 - $350",325.12,0,1,"Rural",0,"Web","Womens E-Mail",0,0,0
2,"1) $0 - $100",45.1,0,1,"Surburban",0,"Web","Womens E-Mail",0,0,0
2,"7) $1,000 +",1227.03,0,1,"Urban",1,"Web","Womens E-Mail",0,0,0
12,"1) $0 - $100",56.9,1,0,"Urban",0,"Phone","Womens E-Mail",0,0,0
9,"1) $0 - $100",29.99,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0
3,"3) $200 - $350",261.15,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0
4,"2) $100 - $200",182.34,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0
5,"3) $200 - $350",263.86,0,1,"Surburban",1,"Multichannel","Womens E-Mail",0,0,0
12,"3) $200 - $350",282.65,1,1,"Rural",0,"Web","Womens E-Mail",1,0,0
5,"2) $100 - $200",190.23,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0
12,"1) $0 - $100",77.96,1,0,"Rural",0,"Web","Mens E-Mail",0,0,0
3,"1) $0 - $100",29.99,0,1,"Surburban",1,"Phone","Mens E-Mail",1,0,0
9,"1) $0 - $100",37.1,0,1,"Urban",0,"Web","Womens E-Mail",0,0,0
1,"2) $100 - $200",160.53,0,1,"Rural",0,"Phone","Womens E-Mail",0,0,0
4,"1) $0 - $100",29.99,0,1,"Surburban",0,"Phone","Womens E-Mail",0,0,0
4,"5) $500 - $750",679.07,0,1,"Surburban",1,"Web","Mens E-Mail",1,0,0
1,"1) $0 - $100",72.02,1,0,"Surburban",0,"Web","Womens E-Mail",0,0,0
4,"1) $0 - $100",77.15,1,0,"Urban",1,"Phone","Womens E-Mail",0,0,0
10,"3) $200 - $350",209.02,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0
2,"4) $350 - $500",389.17,1,0,"Surburban",1,"Web","Womens E-Mail",0,0,0
2,"2) $100 - $200",108.03,0,1,"Urban",1,"Phone","Womens E-Mail",0,0,0
9,"5) $500 - $750",530.72,1,0,"Surburban",1,"Multichannel","Womens E-Mail",0,0,0
1,"1) $0 - $100",29.99,1,0,"Rural",1,"Phone","Womens E-Mail",0,0,0
4,"1) $0 - $100",67.14,0,1,"Surburban",0,"Web","Womens E-Mail",0,0,0
8,"3) $200 - $350",243.92,1,0,"Rural",1,"Web","Mens E-Mail",0,0,0
1,"3) $200 - $350",227.73,1,0,"Surburban",0,"Multichannel","Mens E-Mail",1,0,0
1,"3) $200 - $350",209.96,0,1,"Rural",1,"Web","Mens E-Mail",0,0,0
7,"1) $0 - $100",29.99,1,0,"Rural",1,"Web","Mens E-Mail",0,0,0
4,"3) $200 - $350",206.98,0,1,"Urban",0,"Phone","Womens E-Mail",0,0,0
2,"5) $500 - $750",575.21,0,1,"Surburban",1,"Phone","Womens E-Mail",0,0,0
5,"5) $500 - $750",561.89,0,1,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0
5,"1) $0 - $100",55.8,0,1,"Rural",0,"Web","Mens E-Mail",0,0,0
5,"2) $100 - $200",183.26,0,1,"Rural",1,"Web","Mens E-Mail",0,0,0
10,"5) $500 - $750",606.24,0,1,"Rural",1,"Multichannel","Womens E-Mail",0,0,0
9,"3) $200 - $350",250.47,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0
10,"2) $100 - $200",163.51,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0
4,"2) $100 - $200",181.55,0,1,"Surburban",0,"Web","Womens E-Mail",0,0,0
7,"1) $0 - $100",57.36,1,0,"Rural",0,"Phone","Mens E-Mail",0,0,0
6,"1) $0 - $100",40.43,0,1,"Urban",0,"Phone","Womens E-Mail",0,0,0
12,"1) $0 - $100",29.99,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0
1,"5) $500 - $750",725.18,1,1,"Urban",1,"Phone","Mens E-Mail",0,0,0
7,"1) $0 - $100",29.99,0,1,"Urban",0,"Web","Mens E-Mail",1,0,0
3,"1) $0 - $100",67.75,0,1,"Surburban",0,"Web","Womens E-Mail",0,0,0
9,"5) $500 - $750",510.07,1,0,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0
1,"4) $350 - $500",493.48,1,1,"Surburban",0,"Web","Womens E-Mail",0,0,0
2,"2) $100 - $200",172.39,1,0,"Surburban",0,"Phone","Mens E-Mail",0,0,0
12,"2) $100 - $200",113.85,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0
10,"4) $350 - $500",350.81,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0
1,"7) $1,000 +",1499.11,0,1,"Surburban",1,"Multichannel","Womens E-Mail",0,0,0
2,"3) $200 - $350",265.18,1,0,"Surburban",0,"Phone","Mens E-Mail",0,0,0
12,"1) $0 - $100",59.39,1,0,"Surburban",1,"Phone","Womens E-Mail",0,0,0
9,"1) $0 - $100",44.02,0,1,"Surburban",1,"Web","Womens E-Mail",0,0,0
5,"3) $200 - $350",270.95,0,1,"Surburban",1,"Multichannel","Womens E-Mail",0,0,0
2,"1) $0 - $100",29.99,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0
2,"4) $350 - $500",463.3,1,0,"Urban",0,"Multichannel","Mens E-Mail",0,0,0
7,"3) $200 - $350",268.74,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0
9,"3) $200 - $350",263.35,1,0,"Surburban",1,"Web","Womens E-Mail",0,0,0
2,"4) $350 - $500",496.21,1,1,"Surburban",0,"Multichannel","Mens E-Mail",1,1,385.28
1,"1) $0 - $100",66.91,1,0,"Surburban",0,"Web","Mens E-Mail",1,0,0
11,"2) $100 - $200",142.66,0,1,"Surburban",0,"Phone","Womens E-Mail",0,0,0
6,"6) $750 - $1,000",822.33,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0
10,"3) $200 - $350",268.69,1,0,"Surburban",1,"Multichannel","Womens E-Mail",0,0,0
9,"2) $100 - $200",140.6,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0
7,"2) $100 - $200",165.84,1,0,"Surburban",0,"Web","Womens E-Mail",0,0,0
5,"4) $350 - $500",396.81,0,1,"Urban",0,"Phone","Mens E-Mail",1,0,0
8,"1) $0 - $100",29.99,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0
9,"1) $0 - $100",29.99,0,1,"Urban",0,"Phone","Womens E-Mail",0,0,0
10,"2) $100 - $200",144.94,0,1,"Rural",1,"Phone","Mens E-Mail",0,0,0
3,"1) $0 - $100",54.01,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0
8,"1) $0 - $100",79.76,1,0,"Rural",1,"Phone","Womens E-Mail",0,0,0
2,"1) $0 - $100",29.99,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0
2,"3) $200 - $350",216.28,1,0,"Surburban",0,"Multichannel","Womens E-Mail",0,0,0
7,"1) $0 - $100",47.36,1,0,"Urban",1,"Web","Womens E-Mail",0,0,0
1,"3) $200 - $350",324.17,1,0,"Urban",0,"Web","Mens E-Mail",1,0,0
12,"3) $200 - $350",302.7,0,1,"Surburban",0,"Phone","Womens E-Mail",1,0,0
11,"2) $100 - $200",165.38,1,0,"Rural",0,"Web","Mens E-Mail",0,0,0
10,"1) $0 - $100",29.99,1,0,"Urban",0,"Web","Womens E-Mail",0,0,0
9,"1) $0 - $100",29.99,0,1,"Rural",1,"Web","Mens E-Mail",0,0,0
7,"2) $100 - $200",125.48,0,1,"Rural",1,"Phone","Mens E-Mail",0,0,0
2,"5) $500 - $750",534.88,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0
10,"1) $0 - $100",39.31,1,0,"Urban",0,"Web","Womens E-Mail",0,0,0
1,"4) $350 - $500",420.05,1,1,"Surburban",0,"Multichannel","Mens E-Mail",0,0,0
1,"5) $500 - $750",560.41,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0
1,"1) $0 - $100",29.99,1,0,"Rural",0,"Phone","Mens E-Mail",1,0,0
2,"2) $100 - $200",181.68,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0
10,"2) $100 - $200",137.71,1,0,"Surburban",0,"Web","Womens E-Mail",0,0,0
7,"4) $350 - $500",463.1,1,0,"Surburban",0,"Phone","Womens E-Mail",0,0,0
11,"1) $0 - $100",29.99,1,0,"Urban",0,"Web","Mens E-Mail",1,0,0
1,"2) $100 - $200",166.87,1,0,"Rural",0,"Web","Mens E-Mail",0,0,0
3,"2) $100 - $200",186.41,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0
3,"1) $0 - $100",69.24,0,1,"Surburban",1,"Web","Womens E-Mail",0,0,0
10,"1) $0 - $100",29.99,1,0,"Urban",0,"Web","Womens E-Mail",0,0,0
3,"3) $200 - $350",228.74,1,1,"Rural",0,"Web","Womens E-Mail",0,0,0
10,"1) $0 - $100",57.09,1,0,"Urban",0,"Phone","Womens E-Mail",0,0,0
1,"7) $1,000 +",1178.41,1,0,"Surburban",1,"Web","Womens E-Mail",1,0,0
9,"1) $0 - $100",82.11,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0
8,"1) $0 - $100",50.55,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0
2,"5) $500 - $750",654.9,0,1,"Urban",1,"Phone","Womens E-Mail",0,0,0
10,"4) $350 - $500",402.4,1,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0
10,"1) $0 - $100",59.54,0,1,"Surburban",1,"Phone","Womens E-Mail",0,0,0
4,"2) $100 - $200",173.76,1,0,"Rural",0,"Web","Womens E-Mail",0,0,0
10,"4) $350 - $500",393.3,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0
3,"5) $500 - $750",543.5,0,1,"Surburban",1,"Multichannel","Womens E-Mail",0,0,0
10,"3) $200 - $350",212.55,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0
9,"1) $0 - $100",78.26,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0
2,"1) $0 - $100",35.44,1,0,"Urban",1,"Phone","Womens E-Mail",0,0,0
5,"1) $0 - $100",68.03,1,0,"Urban",1,"Phone","Womens E-Mail",0,0,0
1,"1) $0 - $100",29.99,1,0,"Rural",1,"Phone","Mens E-Mail",0,0,0
10,"1) $0 - $100",91.55,0,1,"Urban",0,"Phone","Womens E-Mail",0,0,0
4,"1) $0 - $100",29.99,0,1,"Urban",1,"Phone","Womens E-Mail",0,0,0
1,"1) $0 - $100",86.98,1,0,"Urban",0,"Web","Womens E-Mail",0,0,0
10,"1) $0 - $100",62.34,0,1,"Urban",1,"Web","Womens E-Mail",0,0,0
6,"3) $200 - $350",204.43,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0
6,"2) $100 - $200",111.54,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0
3,"1) $0 - $100",59.12,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0
1,"3) $200 - $350",241.82,1,0,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0
1,"1) $0 - $100",29.99,1,0,"Rural",1,"Web","Mens E-Mail",0,0,0
6,"1) $0 - $100",63.22,0,1,"Urban",0,"Web","Womens E-Mail",1,0,0
10,"3) $200 - $350",221.29,1,0,"Urban",1,"Multichannel","Womens E-Mail",0,0,0
2,"2) $100 - $200",141.35,1,0,"Urban",1,"Web","Womens E-Mail",0,0,0
2,"7) $1,000 +",1035.09,0,1,"Rural",1,"Multichannel","Mens E-Mail",1,0,0
1,"5) $500 - $750",654.89,1,0,"Surburban",1,"Multichannel","Womens E-Mail",0,0,0
9,"2) $100 - $200",133.1,0,1,"Urban",0,"Phone","Mens E-Mail",1,0,0
1,"3) $200 - $350",343.39,1,0,"Surburban",0,"Web","Womens E-Mail",1,0,0
3,"7) $1,000 +",1049.97,1,1,"Urban",1,"Phone","Mens E-Mail",0,0,0
7,"4) $350 - $500",389.3,0,1,"Surburban",0,"Phone","Womens E-Mail",0,0,0
2,"2) $100 - $200",161.45,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0
10,"1) $0 - $100",56.71,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0
9,"1) $0 - $100",34.78,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0
6,"2) $100 - $200",104.55,1,0,"Urban",1,"Phone","Womens E-Mail",0,0,0
2,"3) $200 - $350",225.13,1,1,"Surburban",1,"Web","Womens E-Mail",0,0,0
4,"1) $0 - $100",57.07,0,1,"Urban",1,"Web","Mens E-Mail",1,0,0
10,"1) $0 - $100",88.25,0,1,"Urban",1,"Web","Mens E-Mail",1,0,0
6,"3) $200 - $350",347.77,1,1,"Urban",1,"Phone","Mens E-Mail",0,0,0
7,"4) $350 - $500",381.44,0,1,"Surburban",0,"Multichannel","Mens E-Mail",0,0,0
1,"5) $500 - $750",710.36,0,1,"Urban",1,"Multichannel","Mens E-Mail",0,0,0
8,"3) $200 - $350",260.46,1,0,"Urban",0,"Multichannel","Mens E-Mail",0,0,0
9,"2) $100 - $200",107.68,1,0,"Surburban",1,"Phone","Womens E-Mail",0,0,0
9,"3) $200 - $350",290.96,1,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0
3,"2) $100 - $200",187.48,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0
10,"3) $200 - $350",200.13,1,0,"Rural",0,"Multichannel","Womens E-Mail",1,0,0
5,"3) $200 - $350",328.85,0,1,"Urban",0,"Phone","Womens E-Mail",0,0,0
4,"4) $350 - $500",375.32,1,1,"Urban",1,"Multichannel","Womens E-Mail",0,0,0
11,"1) $0 - $100",29.99,1,0,"Surburban",0,"Web","Womens E-Mail",0,0,0
9,"6) $750 - $1,000",810.64,0,1,"Surburban",1,"Phone","Womens E-Mail",0,0,0
7,"4) $350 - $500",371.51,0,1,"Rural",1,"Multichannel","Womens E-Mail",1,1,122.38
5,"2) $100 - $200",123.3,1,0,"Urban",1,"Web","Womens E-Mail",0,0,0
5,"1) $0 - $100",29.99,1,0,"Surburban",0,"Phone","Womens E-Mail",0,0,0
9,"2) $100 - $200",166.97,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0
7,"4) $350 - $500",425.61,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0
11,"5) $500 - $750",721.57,1,1,"Urban",1,"Phone","Mens E-Mail",1,0,0
4,"1) $0 - $100",29.99,1,0,"Urban",0,"Web","Womens E-Mail",0,0,0
1,"3) $200 - $350",237.81,0,1,"Surburban",0,"Phone","Womens E-Mail",0,0,0
1,"1) $0 - $100",29.99,0,1,"Urban",0,"Phone","Mens E-Mail",1,1,34.1
9,"3) $200 - $350",289.89,1,1,"Urban",0,"Phone","Mens E-Mail",0,0,0
1,"5) $500 - $750",712.87,1,0,"Urban",1,"Multichannel","Mens E-Mail",0,0,0
9,"2) $100 - $200",193.88,1,0,"Surburban",1,"Web","Womens E-Mail",0,0,0
4,"2) $100 - $200",143.01,0,1,"Surburban",1,"Phone","Womens E-Mail",0,0,0
6,"3) $200 - $350",240.61,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0
1,"7) $1,000 +",1305.95,0,1,"Rural",1,"Multichannel","Womens E-Mail",0,0,0
6,"1) $0 - $100",29.99,1,0,"Urban",0,"Web","Womens E-Mail",0,0,0
10,"1) $0 - $100",40.01,1,0,"Surburban",0,"Phone","Womens E-Mail",1,0,0
9,"2) $100 - $200",184.27,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0
3,"1) $0 - $100",52.95,0,1,"Urban",1,"Web","Womens E-Mail",0,0,0
1,"3) $200 - $350",308.29,1,1,"Surburban",0,"Phone","Womens E-Mail",0,0,0
1,"1) $0 - $100",68.24,1,0,"Urban",1,"Phone","Womens E-Mail",0,0,0
4,"1) $0 - $100",29.99,1,0,"Rural",1,"Phone","Mens E-Mail",0,0,0
6,"1) $0 - $100",29.99,1,0,"Urban",0,"Phone","Womens E-Mail",0,0,0
1,"3) $200 - $350",215.69,1,1,"Surburban",1,"Multichannel","Womens E-Mail",0,0,0
11,"2) $100 - $200",184.01,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0
11,"3) $200 - $350",228.85,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0
4,"5) $500 - $750",512.6,1,1,"Surburban",1,"Web","Womens E-Mail",0,0,0
1,"2) $100 - $200",120.92,1,0,"Rural",1,"Phone","Mens E-Mail",0,0,0
9,"3) $200 - $350",321.74,1,0,"Surburban",0,"Web","Mens E-Mail",1,0,0
8,"1) $0 - $100",29.99,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0
8,"3) $200 - $350",217.16,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0
7,"2) $100 - $200",121.87,0,1,"Surburban",0,"Web","Womens E-Mail",0,0,0
2,"5) $500 - $750",525.95,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0
4,"6) $750 - $1,000",933.21,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0
6,"1) $0 - $100",85.53,0,1,"Surburban",1,"Phone","Womens E-Mail",0,0,0
5,"4) $350 - $500",391.61,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0
1,"1) $0 - $100",57.32,1,0,"Surburban",0,"Phone","Womens E-Mail",0,0,0
1,"1) $0 - $100",29.99,1,0,"Surburban",1,"Web","Womens E-Mail",0,0,0
9,"1) $0 - $100",48.94,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0
10,"3) $200 - $350",208.78,1,0,"Surburban",0,"Phone","Womens E-Mail",0,0,0
1,"1) $0 - $100",81.37,1,0,"Surburban",0,"Phone","Womens E-Mail",0,0,0
9,"4) $350 - $500",387.33,1,0,"Surburban",1,"Phone","Womens E-Mail",0,0,0
8,"2) $100 - $200",169.69,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0
9,"1) $0 - $100",29.99,1,0,"Urban",0,"Phone","Womens E-Mail",0,0,0
5,"1) $0 - $100",81.23,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0
10,"1) $0 - $100",48.74,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0
2,"4) $350 - $500",402.59,1,0,"Rural",0,"Web","Mens E-Mail",0,0,0
9,"1) $0 - $100",29.99,1,0,"Rural",0,"Phone","Mens E-Mail",0,0,0
3,"3) $200 - $350",290.11,1,0,"Urban",1,"Multichannel","Womens E-Mail",0,0,0
9,"3) $200 - $350",213.17,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0
8,"1) $0 - $100",40.18,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0
9,"1) $0 - $100",29.99,0,1,"Surburban",0,"Phone","Womens E-Mail",0,0,0
8,"2) $100 - $200",190.95,1,0,"Surburban",0,"Web","Womens E-Mail",0,0,0
7,"1) $0 - $100",43.2,1,0,"Rural",1,"Phone","Womens E-Mail",1,0,0
10,"4) $350 - $500",417.72,1,0,"Urban",1,"Multichannel","Mens E-Mail",0,0,0
11,"1) $0 - $100",37.85,1,0,"Rural",0,"Web","Mens E-Mail",0,0,0
5,"3) $200 - $350",321.13,1,0,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0
2,"1) $0 - $100",29.99,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0
4,"1) $0 - $100",51.8,0,1,"Urban",0,"Web","Womens E-Mail",0,0,0
6,"2) $100 - $200",104.23,0,1,"Urban",0,"Phone","Womens E-Mail",1,0,0
6,"1) $0 - $100",36.83,1,0,"Rural",1,"Phone","Womens E-Mail",0,0,0
9,"5) $500 - $750",519.28,0,1,"Surburban",1,"Multichannel","Womens E-Mail",1,0,0
6,"2) $100 - $200",123.64,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0
10,"2) $100 - $200",145.45,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0
11,"2) $100 - $200",160.53,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0
