recency,history,zip_code,channel,segment,visit
3,511.94,Surburban,Phone,Womens E-Mail,0
1,591.38,Urban,Web,Womens E-Mail,0
6,169.37,Urban,Phone,No E-Mail,0
2,289.11,Rural,Multichannel,Mens E-Mail,0
10,105.12,Surburban,Web,No E-Mail,0
6,666.69,Surburban,Phone,Mens E-Mail,0
4,29.99,Rural,Web,No E-Mail,0
9,29.99,Rural,Phone,No E-Mail,0
12,196.26,Surburban,Phone,Womens E-Mail,0
6,29.99,Surburban,Web,Womens E-Mail,1
2,658.99,Surburban,Web,Womens E-Mail,0
10,29.99,Surburban,Phone,No E-Mail,0
5,736.83,Urban,Phone,Womens E-Mail,0
1,864.06,Surburban,Phone,Mens E-Mail,0
5,246.49,Rural,Multichannel,Mens E-Mail,0
7,271.13,Urban,Web,No E-Mail,0
10,29.99,Rural,Web,No E-Mail,0
4,558.57,Urban,Phone,No E-Mail,0
4,967.26,Urban,Multichannel,Womens E-Mail,0
7,43.09,Surburban,Phone,Mens E-Mail,0
1,29.99,Surburban,Phone,No E-Mail,0
4,102.15,Urban,Web,Womens E-Mail,0
6,140.27,Urban,Web,Womens E-Mail,0
8,29.99,Urban,Web,No E-Mail,0
2,233.27,Surburban,Multichannel,No E-Mail,0
1,289.39,Surburban,Multichannel,Mens E-Mail,0
8,524.63,Surburban,Phone,Mens E-Mail,0
3,125.06,Urban,Phone,Mens E-Mail,0
9,402.79,Surburban,Phone,Womens E-Mail,0
5,133.42,Surburban,Phone,Mens E-Mail,0
1,311.77,Urban,Web,Mens E-Mail,1
3,222.3,Surburban,Phone,Mens E-Mail,0
3,343.25,Surburban,Phone,Womens E-Mail,0
1,518.89,Urban,Multichannel,Womens E-Mail,0
4,210.05,Surburban,Phone,No E-Mail,0
5,42.13,Rural,Web,Mens E-Mail,1
11,324.34,Urban,Web,No E-Mail,0
4,207.8,Surburban,Multichannel,No E-Mail,1
7,140.71,Rural,Web,No E-Mail,0
6,157.09,Surburban,Phone,Mens E-Mail,0
1,73.76,Surburban,Phone,No E-Mail,0
11,245.63,Urban,Multichannel,Womens E-Mail,0
1,85.75,Urban,Phone,Mens E-Mail,0
9,183.87,Surburban,Phone,Womens E-Mail,1
10,98.38,Surburban,Web,Mens E-Mail,0
1,162.48,Surburban,Phone,Mens E-Mail,0
6,247.6,Surburban,Multichannel,Mens E-Mail,0
2,193.64,Urban,Phone,Mens E-Mail,1
4,37.13,Surburban,Phone,No E-Mail,0
8,49.78,Rural,Phone,Womens E-Mail,0
11,29.99,Surburban,Phone,Womens E-Mail,0
1,155.54,Surburban,Web,Womens E-Mail,0
10,426.08,Rural,Web,Mens E-Mail,1
6,101.62,Urban,Web,Mens E-Mail,1
4,493.28,Urban,Phone,No E-Mail,0
4,143.77,Urban,Phone,No E-Mail,0
2,595.76,Rural,Multichannel,No E-Mail,0
3,243.64,Rural,Web,No E-Mail,1
4,326.34,Surburban,Phone,No E-Mail,0
6,279.88,Surburban,Web,No E-Mail,0
4,48.61,Surburban,Phone,No E-Mail,0
3,38.79,Urban,Web,Womens E-Mail,1
9,29.99,Surburban,Phone,Mens E-Mail,0
1,383.28,Rural,Multichannel,Mens E-Mail,0
1,315.77,Surburban,Web,No E-Mail,0
1,657.72,Surburban,Multichannel,Womens E-Mail,0
4,181.95,Urban,Web,Mens E-Mail,0
3,103.73,Surburban,Web,Mens E-Mail,0
8,29.99,Urban,Web,Womens E-Mail,0
10,65.29,Surburban,Web,Mens E-Mail,0
8,494.1,Urban,Web,No E-Mail,0
10,71.54,Surburban,Web,No E-Mail,0
5,122.59,Surburban,Web,No E-Mail,0
4,31.19,Urban,Web,No E-Mail,0
10,94.11,Urban,Web,Womens E-Mail,0
9,137.02,Surburban,Phone,No E-Mail,0
1,29.99,Urban,Phone,Womens E-Mail,0
10,142.41,Urban,Web,Mens E-Mail,1
3,147.13,Surburban,Phone,Womens E-Mail,0
1,29.99,Urban,Web,No E-Mail,1
1,1395.81,Surburban,Phone,Mens E-Mail,0
1,32.54,Surburban,Phone,Mens E-Mail,0
1,320.15,Surburban,Multichannel,Womens E-Mail,0
2,251.11,Rural,Web,Mens E-Mail,0
10,48.63,Surburban,Phone,Womens E-Mail,0
2,376.86,Urban,Phone,Womens E-Mail,0
3,105.08,Urban,Phone,Mens E-Mail,0
4,29.99,Surburban,Web,Mens E-Mail,0
10,124.73,Rural,Phone,Mens E-Mail,0
4,283.16,Surburban,Phone,Mens E-Mail,0
6,392.3,Surburban,Phone,Womens E-Mail,1
5,550.76,Surburban,Web,Mens E-Mail,0
6,397.47,Surburban,Multichannel,No E-Mail,0
11,402.08,Urban,Phone,No E-Mail,0
12,147.62,Surburban,Phone,Womens E-Mail,1
3,325.84,Rural,Web,Mens E-Mail,0
10,105.57,Surburban,Web,Womens E-Mail,0
11,63.71,Urban,Phone,Womens E-Mail,0
9,460.77,Surburban,Multichannel,No E-Mail,0
6,206.74,Surburban,Multichannel,No E-Mail,0
1,138.47,Rural,Phone,Mens E-Mail,1
8,38.93,Surburban,Phone,Womens E-Mail,0
9,175.3,Rural,Web,Womens E-Mail,0
2,299.86,Surburban,Multichannel,Mens E-Mail,0
1,231.33,Surburban,Web,No E-Mail,0
1,56.83,Rural,Web,Womens E-Mail,0
2,756.08,Rural,Web,Womens E-Mail,1
2,415.67,Urban,Web,No E-Mail,1
1,50.79,Surburban,Phone,No E-Mail,0
6,49.18,Surburban,Phone,Womens E-Mail,0
10,609.62,Urban,Web,No E-Mail,0
6,29.99,Urban,Phone,Mens E-Mail,0
1,572.72,Surburban,Phone,Womens E-Mail,0
9,224.98,Urban,Web,Womens E-Mail,0
1,966.24,Surburban,Multichannel,Womens E-Mail,0
1,326.81,Rural,Web,Womens E-Mail,0
11,29.99,Surburban,Web,No E-Mail,0
10,131.18,Surburban,Phone,Mens E-Mail,0
2,545.23,Surburban,Web,No E-Mail,0
10,84.23,Surburban,Web,No E-Mail,0
10,136.09,Urban,Phone,Mens E-Mail,0
1,160.13,Urban,Phone,Mens E-Mail,1
3,70.37,Surburban,Phone,Womens E-Mail,1
3,476.55,Urban,Phone,Mens E-Mail,0
8,126.92,Surburban,Phone,Womens E-Mail,0
2,50.71,Urban,Web,No E-Mail,0
6,90.73,Urban,Web,No E-Mail,0
10,452.16,Surburban,Multichannel,Womens E-Mail,0
10,61.86,Rural,Web,Mens E-Mail,0
3,29.99,Urban,Phone,Mens E-Mail,0
7,64.09,Surburban,Phone,No E-Mail,0
6,49.47,Surburban,Phone,Mens E-Mail,0
2,419.87,Urban,Multichannel,Womens E-Mail,0
1,1484.6,Rural,Web,Mens E-Mail,1
6,281.35,Urban,Multichannel,Mens E-Mail,0
10,277.34,Rural,Phone,No E-Mail,0
2,56.31,Urban,Web,No E-Mail,0
5,174.04,Surburban,Phone,No E-Mail,0
12,303.44,Surburban,Web,No E-Mail,0
2,393.72,Urban,Phone,Womens E-Mail,0
10,50.37,Urban,Phone,Mens E-Mail,0
4,54.77,Urban,Web,Womens E-Mail,0
11,29.99,Surburban,Web,Womens E-Mail,0
7,188.74,Rural,Phone,No E-Mail,1
3,79.32,Surburban,Web,No E-Mail,0
3,212.73,Urban,Web,Mens E-Mail,1
6,355.97,Urban,Web,No E-Mail,0
10,190.88,Rural,Web,Womens E-Mail,0
1,395.17,Urban,Multichannel,No E-Mail,0
1,131.82,Surburban,Phone,No E-Mail,0
7,258.26,Surburban,Phone,Mens E-Mail,0
4,656.04,Urban,Multichannel,Womens E-Mail,0
9,151.71,Surburban,Web,Womens E-Mail,0
11,456.71,Urban,Phone,Mens E-Mail,1
2,130.13,Surburban,Web,Mens E-Mail,0
3,67.79,Urban,Phone,Mens E-Mail,1
9,225.05,Urban,Web,Mens E-Mail,0
5,180.69,Surburban,Phone,Womens E-Mail,0
3,74.41,Urban,Phone,Womens E-Mail,0
9,37.82,Surburban,Phone,No E-Mail,0
5,276.91,Urban,Web,Mens E-Mail,0
1,235.31,Urban,Web,Womens E-Mail,0
3,52,Urban,Phone,Mens E-Mail,0
6,29.99,Urban,Phone,No E-Mail,0
11,148.7,Rural,Phone,Mens E-Mail,0
12,267.99,Urban,Web,Womens E-Mail,0
2,412.39,Surburban,Phone,Womens E-Mail,1
1,1447.55,Urban,Web,Womens E-Mail,0
3,29.99,Surburban,Phone,No E-Mail,0
5,178.74,Surburban,Phone,Mens E-Mail,1
12,100.81,Surburban,Web,Mens E-Mail,0
8,558.15,Surburban,Multichannel,Womens E-Mail,0
10,29.99,Urban,Phone,Womens E-Mail,0
11,181.79,Urban,Web,Womens E-Mail,0
12,29.99,Surburban,Web,Mens E-Mail,0
7,517.5,Surburban,Web,Womens E-Mail,0
9,42.18,Surburban,Phone,Womens E-Mail,0
10,420.9,Surburban,Web,No E-Mail,1
12,29.99,Urban,Phone,No E-Mail,0
2,289.74,Surburban,Phone,No E-Mail,0
1,259.81,Urban,Web,Mens E-Mail,0
9,29.99,Urban,Web,No E-Mail,0
2,213.33,Surburban,Web,Womens E-Mail,0
10,109.73,Urban,Phone,No E-Mail,0
12,162.4,Urban,Web,Mens E-Mail,0
1,118.13,Rural,Web,Mens E-Mail,0
7,88.85,Surburban,Phone,No E-Mail,0
8,563.34,Surburban,Web,No E-Mail,0
1,844.35,Surburban,Multichannel,No E-Mail,0
10,113.14,Urban,Phone,No E-Mail,0
3,243.3,Rural,Web,No E-Mail,0
2,662.26,Surburban,Web,No E-Mail,0
11,33.5,Surburban,Phone,No E-Mail,0
6,36.61,Surburban,Phone,Womens E-Mail,0
2,30.4,Urban,Web,Mens E-Mail,1
8,58.49,Surburban,Web,No E-Mail,1
3,53.89,Rural,Web,No E-Mail,0
1,253.17,Surburban,Web,No E-Mail,0
2,427.11,Urban,Multichannel,Womens E-Mail,0
6,70.19,Surburban,Phone,Womens E-Mail,0
5,75.93,Urban,Phone,Mens E-Mail,1
3,993.27,Urban,Multichannel,Womens E-Mail,1
10,29.99,Surburban,Web,Mens E-Mail,0
3,39.41,Urban,Web,No E-Mail,0
11,29.99,Urban,Web,Womens E-Mail,0
10,234.68,Rural,Multichannel,Mens E-Mail,1
1,891.13,Urban,Web,Mens E-Mail,1
7,482.12,Rural,Phone,No E-Mail,0
7,34.34,Surburban,Web,No E-Mail,0
9,29.99,Surburban,Web,No E-Mail,0
8,149.16,Surburban,Web,Mens E-Mail,1
12,160.77,Surburban,Phone,Womens E-Mail,0
2,259.03,Urban,Phone,No E-Mail,0
6,356.31,Urban,Web,Mens E-Mail,0
9,314.31,Surburban,Web,Womens E-Mail,0
10,74.68,Urban,Web,No E-Mail,0
8,123.72,Surburban,Web,No E-Mail,0
9,29.99,Rural,Phone,Mens E-Mail,0
9,29.99,Surburban,Web,Womens E-Mail,0
1,106.31,Surburban,Phone,No E-Mail,0
4,563.9,Surburban,Phone,Womens E-Mail,0
5,29.99,Surburban,Web,No E-Mail,0
4,472.17,Rural,Phone,Mens E-Mail,0
4,1034.62,Surburban,Phone,Womens E-Mail,1
12,59.68,Urban,Web,Mens E-Mail,0
9,187.81,Urban,Web,Mens E-Mail,1
2,107.7,Surburban,Phone,Womens E-Mail,0
11,196.6,Surburban,Phone,Mens E-Mail,1
9,44.04,Surburban,Web,Womens E-Mail,0
9,81.23,Rural,Phone,Womens E-Mail,0
1,1027.8,Urban,Multichannel,Mens E-Mail,0
8,602.76,Urban,Phone,Womens E-Mail,0
8,87.34,Urban,Phone,Womens E-Mail,0
1,146.78,Rural,Web,Mens E-Mail,0
5,997.8,Rural,Multichannel,No E-Mail,0
2,441.14,Surburban,Multichannel,Womens E-Mail,0
6,84.62,Urban,Phone,Womens E-Mail,0
11,522.46,Urban,Phone,No E-Mail,0
6,217.98,Urban,Web,Mens E-Mail,1
7,254.26,Rural,Web,Womens E-Mail,0
4,51.89,Urban,Phone,Mens E-Mail,0
5,1122.35,Urban,Web,Mens E-Mail,0
7,959.42,Urban,Multichannel,Mens E-Mail,0
2,262.82,Urban,Web,Womens E-Mail,1
11,112.42,Surburban,Web,Womens E-Mail,0
1,171.27,Surburban,Web,Womens E-Mail,0
7,89.62,Urban,Web,Mens E-Mail,0
3,40.51,Surburban,Phone,Womens E-Mail,0
1,125.91,Urban,Web,No E-Mail,0
1,570.46,Surburban,Web,No E-Mail,0
2,256.97,Surburban,Web,No E-Mail,0
4,474.77,Surburban,Phone,No E-Mail,0
2,559.92,Urban,Multichannel,Mens E-Mail,0
10,119.66,Rural,Web,Mens E-Mail,0
10,65.16,Surburban,Web,Mens E-Mail,0
6,442.51,Urban,Phone,No E-Mail,1
6,412.67,Urban,Web,No E-Mail,0
3,35.22,Surburban,Phone,No E-Mail,0
5,56.19,Surburban,Web,Mens E-Mail,0
5,33.48,Urban,Web,Mens E-Mail,0
4,101.14,Surburban,Web,Mens E-Mail,1
10,554.28,Urban,Multichannel,Womens E-Mail,0
8,63.73,Surburban,Web,No E-Mail,0
10,336.75,Surburban,Web,No E-Mail,0
5,29.99,Surburban,Phone,Mens E-Mail,0
2,142.28,Surburban,Web,No E-Mail,0
7,29.99,Urban,Phone,Womens E-Mail,0
6,223.15,Surburban,Phone,Mens E-Mail,1
3,166.92,Surburban,Web,Womens E-Mail,0
7,185.17,Urban,Phone,No E-Mail,0
5,191.5,Urban,Phone,Mens E-Mail,0
11,367.31,Rural,Phone,No E-Mail,1
1,29.99,Surburban,Web,Mens E-Mail,0
1,510.19,Urban,Multichannel,No E-Mail,0
9,510.54,Surburban,Web,Mens E-Mail,0
2,518.24,Surburban,Phone,Mens E-Mail,0
9,50.08,Urban,Web,Mens E-Mail,0
7,29.99,Urban,Web,Womens E-Mail,0
4,242.2,Surburban,Web,No E-Mail,0
10,54.61,Surburban,Phone,Mens E-Mail,0
12,131.95,Urban,Web,Womens E-Mail,0
10,174.62,Urban,Phone,Mens E-Mail,0
7,46.13,Surburban,Phone,No E-Mail,1
10,371.42,Urban,Web,No E-Mail,0
1,569.19,Urban,Phone,No E-Mail,0
12,151.73,Rural,Web,Mens E-Mail,0
10,38.92,Urban,Phone,Womens E-Mail,0
10,121.06,Rural,Web,Mens E-Mail,0
12,38.74,Surburban,Phone,Womens E-Mail,0
1,217.29,Urban,Phone,No E-Mail,0
4,1037.7,Urban,Web,Mens E-Mail,0
10,61.13,Urban,Web,Womens E-Mail,0
5,111.86,Surburban,Web,No E-Mail,0
9,84.95,Surburban,Web,Mens E-Mail,0
6,254.03,Surburban,Web,No E-Mail,0
11,43.32,Urban,Phone,Mens E-Mail,0
4,183.82,Surburban,Phone,Mens E-Mail,0
7,107.98,Urban,Web,Mens E-Mail,1
1,252.24,Surburban,Multichannel,Womens E-Mail,0
5,439.2,Urban,Multichannel,Womens E-Mail,0
9,29.99,Surburban,Web,Mens E-Mail,1
10,145.43,Surburban,Phone,Womens E-Mail,1
11,146.61,Rural,Phone,No E-Mail,0
3,378.51,Urban,Phone,No E-Mail,1
1,57.04,Surburban,Phone,Womens E-Mail,0
3,86.9,Rural,Phone,Womens E-Mail,0
1,92.88,Urban,Web,No E-Mail,0
1,985.76,Urban,Multichannel,Womens E-Mail,0
4,100.4,Surburban,Phone,Womens E-Mail,1
8,57.76,Surburban,Web,No E-Mail,0
2,389.9,Urban,Web,Mens E-Mail,1
3,358.98,Urban,Phone,No E-Mail,0
2,106.47,Surburban,Phone,No E-Mail,1
12,96.91,Surburban,Web,Womens E-Mail,0
1,528.7,Urban,Multichannel,No E-Mail,0
1,333.39,Urban,Phone,Mens E-Mail,0
6,130.88,Surburban,Phone,Mens E-Mail,0
9,125.14,Surburban,Web,Mens E-Mail,0
10,809.7,Rural,Web,Mens E-Mail,0
10,480.88,Urban,Multichannel,No E-Mail,0
8,185,Urban,Web,Mens E-Mail,0
7,29.99,Surburban,Web,No E-Mail,0
7,95.93,Surburban,Phone,No E-Mail,0
1,445.62,Surburban,Phone,Womens E-Mail,0
8,29.99,Surburban,Web,No E-Mail,0
10,217.98,Urban,Web,Womens E-Mail,0
8,198.11,Rural,Web,Mens E-Mail,0
10,131.76,Surburban,Web,No E-Mail,0
1,346.95,Rural,Phone,No E-Mail,0
9,202.89,Surburban,Web,Mens E-Mail,0
1,233.58,Surburban,Phone,Womens E-Mail,0
10,37.28,Surburban,Web,Mens E-Mail,0
2,1341.79,Urban,Web,No E-Mail,0
5,29.99,Surburban,Phone,No E-Mail,0
9,29.99,Urban,Phone,Mens E-Mail,0
6,32.34,Urban,Web,Womens E-Mail,0
3,29.99,Urban,Web,Womens E-Mail,1
6,30.19,Urban,Phone,No E-Mail,0
8,33.91,Surburban,Phone,Mens E-Mail,0
2,317.76,Rural,Web,No E-Mail,0
3,69.73,Surburban,Web,Mens E-Mail,0
3,780.66,Urban,Phone,Womens E-Mail,0
4,29.99,Surburban,Web,No E-Mail,0
10,33.94,Surburban,Web,Womens E-Mail,0
9,29.99,Urban,Web,Womens E-Mail,0
3,314.99,Surburban,Phone,Womens E-Mail,0
6,66.71,Urban,Web,Womens E-Mail,0
8,552.43,Surburban,Web,Mens E-Mail,0
1,119.03,Urban,Phone,No E-Mail,1
12,44.63,Urban,Web,No E-Mail,0
6,167.9,Surburban,Web,No E-Mail,0
10,297.78,Surburban,Phone,No E-Mail,0
11,195.66,Urban,Web,Mens E-Mail,0
1,29.99,Surburban,Web,Mens E-Mail,1
10,219.53,Urban,Multichannel,No E-Mail,0
5,203.32,Surburban,Web,Mens E-Mail,0
9,88.2,Urban,Phone,Womens E-Mail,0
11,223.21,Surburban,Phone,No E-Mail,0
7,218.07,Urban,Web,Womens E-Mail,0
10,283.61,Surburban,Web,Womens E-Mail,0
10,235.22,Urban,Phone,No E-Mail,0
10,97.7,Surburban,Web,Womens E-Mail,0
5,29.99,Surburban,Phone,No E-Mail,0
1,438.2,Surburban,Phone,Mens E-Mail,0
7,204.16,Rural,Phone,No E-Mail,0
1,270.27,Urban,Multichannel,No E-Mail,0
7,916.91,Surburban,Web,No E-Mail,0
10,140.17,Surburban,Web,No E-Mail,0
1,150.22,Surburban,Phone,Mens E-Mail,0
7,160.08,Surburban,Phone,No E-Mail,0
4,376.44,Surburban,Web,Womens E-Mail,0
3,29.99,Surburban,Web,Mens E-Mail,1
4,532.22,Surburban,Multichannel,Womens E-Mail,0
8,240.82,Urban,Web,Womens E-Mail,0
4,448.01,Surburban,Phone,Mens E-Mail,0
9,67.14,Surburban,Web,No E-Mail,0
11,141.25,Urban,Phone,Womens E-Mail,0
10,105.51,Urban,Web,Womens E-Mail,0
1,92.17,Surburban,Phone,Womens E-Mail,0
10,260.53,Urban,Phone,Mens E-Mail,1
3,287.72,Surburban,Web,No E-Mail,0
3,29.99,Urban,Phone,No E-Mail,0
8,139.42,Urban,Phone,No E-Mail,0
1,214.11,Rural,Web,Womens E-Mail,0
3,132.23,Surburban,Web,Womens E-Mail,0
8,216.55,Rural,Multichannel,Womens E-Mail,0
4,756.16,Urban,Web,Mens E-Mail,0
8,157.73,Urban,Phone,No E-Mail,0
9,260.8,Surburban,Web,Womens E-Mail,0
9,211.22,Surburban,Web,No E-Mail,0
2,69.3,Urban,Phone,Mens E-Mail,1
9,34.43,Surburban,Phone,No E-Mail,0
7,29.99,Rural,Web,Womens E-Mail,0
1,42.28,Rural,Web,Mens E-Mail,0
1,225.09,Surburban,Phone,Womens E-Mail,0
11,48.28,Surburban,Phone,Womens E-Mail,1
2,215.22,Surburban,Web,Mens E-Mail,0
6,1264.38,Rural,Multichannel,Mens E-Mail,0
9,108.78,Urban,Phone,No E-Mail,1
11,336.23,Urban,Phone,Womens E-Mail,1
12,29.99,Surburban,Phone,No E-Mail,0
7,29.99,Surburban,Web,Womens E-Mail,0
11,34.61,Surburban,Web,No E-Mail,0
5,249.92,Surburban,Phone,Mens E-Mail,1
2,672.48,Surburban,Web,No E-Mail,0
4,172.79,Urban,Web,No E-Mail,0
5,751.23,Urban,Phone,Womens E-Mail,0
2,29.99,Rural,Web,Womens E-Mail,0
6,98.56,Surburban,Phone,Mens E-Mail,0
6,99.26,Surburban,Phone,Mens E-Mail,0
6,33.14,Urban,Phone,Womens E-Mail,0
10,167.14,Surburban,Phone,Mens E-Mail,0
6,29.99,Urban,Web,Mens E-Mail,0
10,92.49,Surburban,Web,No E-Mail,0
9,99.45,Surburban,Web,Mens E-Mail,0
2,99.48,Surburban,Phone,No E-Mail,0
11,30.7,Surburban,Web,Womens E-Mail,1
7,57.15,Urban,Web,Mens E-Mail,1
2,157.8,Surburban,Phone,Womens E-Mail,0
7,245.1,Urban,Multichannel,Mens E-Mail,0
2,526.72,Surburban,Multichannel,No E-Mail,0
10,54.16,Urban,Phone,Mens E-Mail,0
1,228.27,Surburban,Phone,Mens E-Mail,0
4,99.6,Surburban,Web,Womens E-Mail,0
1,163.01,Surburban,Phone,Mens E-Mail,0
9,29.99,Surburban,Phone,No E-Mail,0
7,263.59,Urban,Phone,Mens E-Mail,0
7,127.59,Urban,Phone,No E-Mail,0
10,29.99,Surburban,Web,No E-Mail,1
7,45.73,Surburban,Phone,Mens E-Mail,0
7,130.29,Urban,Phone,Mens E-Mail,0
2,48.11,Surburban,Web,Womens E-Mail,0
11,253.82,Rural,Web,Mens E-Mail,0
3,72.86,Urban,Phone,No E-Mail,0
11,34.95,Rural,Phone,Mens E-Mail,0
7,186.79,Urban,Phone,Mens E-Mail,0
7,78.98,Surburban,Phone,No E-Mail,0
7,488.77,Urban,Multichannel,Womens E-Mail,0
1,797.98,Rural,Web,Womens E-Mail,0
10,325.22,Rural,Phone,No E-Mail,1
1,227.06,Surburban,Multichannel,No E-Mail,0
3,554.56,Surburban,Multichannel,No E-Mail,0
2,73.6,Surburban,Web,No E-Mail,0
8,109.96,Urban,Web,Womens E-Mail,0
10,91.12,Surburban,Phone,Womens E-Mail,0
1,40.87,Surburban,Web,Womens E-Mail,0
11,29.99,Rural,Web,Womens E-Mail,0
10,226.39,Surburban,Multichannel,Womens E-Mail,1
11,82.41,Surburban,Web,No E-Mail,0
1,29.99,Urban,Web,Mens E-Mail,0
10,29.99,Surburban,Phone,Womens E-Mail,0
6,759.06,Urban,Multichannel,Womens E-Mail,0
3,54.5,Rural,Phone,Womens E-Mail,0
2,505.44,Surburban,Web,No E-Mail,1
3,96.46,Rural,Web,No E-Mail,1
2,585.39,Urban,Phone,Womens E-Mail,0
6,143.41,Surburban,Phone,Womens E-Mail,0
9,100.91,Surburban,Web,Womens E-Mail,0
8,135.63,Surburban,Phone,No E-Mail,0
2,172.14,Urban,Web,Womens E-Mail,0
2,196.15,Surburban,Phone,Womens E-Mail,0
5,422.94,Rural,Phone,No E-Mail,0
9,74.18,Urban,Web,No E-Mail,0
10,123.64,Rural,Web,Mens E-Mail,0
9,279.73,Urban,Phone,No E-Mail,0
8,162.11,Surburban,Phone,Mens E-Mail,0
3,29.99,Rural,Web,Mens E-Mail,0
8,56.26,Rural,Web,Mens E-Mail,0
10,235.48,Urban,Phone,Womens E-Mail,0
3,223.62,Surburban,Web,No E-Mail,1
3,771.98,Urban,Multichannel,No E-Mail,1
10,29.99,Urban,Web,Mens E-Mail,0
1,114.91,Rural,Web,Mens E-Mail,0
10,29.99,Urban,Web,Womens E-Mail,1
8,29.99,Rural,Phone,Mens E-Mail,0
1,126.09,Surburban,Phone,Mens E-Mail,0
11,133.47,Urban,Phone,Womens E-Mail,0
3,386.95,Surburban,Web,Womens E-Mail,0
12,219.9,Surburban,Web,Mens E-Mail,0
2,463.96,Urban,Multichannel,No E-Mail,1
1,375.82,Urban,Phone,No E-Mail,0
1,78.55,Surburban,Web,Womens E-Mail,1
4,124.52,Urban,Phone,Womens E-Mail,0
10,45.99,Urban,Phone,Mens E-Mail,1
5,29.99,Urban,Web,No E-Mail,0
9,597.67,Surburban,Web,No E-Mail,0
5,606.15,Rural,Web,Mens E-Mail,0
2,294.35,Surburban,Web,Womens E-Mail,0
5,287.14,Rural,Web,Mens E-Mail,1
1,108.3,Rural,Web,Mens E-Mail,1
1,89.6,Urban,Web,Mens E-Mail,0
10,110.47,Rural,Web,Mens E-Mail,0
11,375.74,Surburban,Multichannel,No E-Mail,0
7,115.4,Urban,Web,Womens E-Mail,0
4,31,Surburban,Web,Womens E-Mail,0
9,425.19,Rural,Phone,No E-Mail,0
12,360.09,Urban,Web,No E-Mail,0
10,92.79,Surburban,Web,Mens E-Mail,0
3,183.63,Surburban,Web,Mens E-Mail,0
11,71.78,Urban,Phone,Womens E-Mail,0
8,206.42,Surburban,Phone,No E-Mail,0
9,149.55,Surburban,Web,Mens E-Mail,0
3,88.16,Surburban,Phone,No E-Mail,0
4,29.99,Surburban,Web,No E-Mail,0
5,95.17,Surburban,Phone,Mens E-Mail,0
3,51.26,Rural,Phone,Womens E-Mail,0
9,209.36,Rural,Phone,No E-Mail,0
3,41.63,Rural,Phone,Womens E-Mail,0
2,83.34,Urban,Phone,No E-Mail,0
7,361.68,Rural,Phone,No E-Mail,0
2,89.57,Urban,Phone,Womens E-Mail,0
4,207.6,Surburban,Phone,Mens E-Mail,1
1,339.78,Surburban,Web,Womens E-Mail,0
2,33.46,Surburban,Phone,Mens E-Mail,0
10,67.16,Rural,Phone,Womens E-Mail,0
2,467.52,Surburban,Phone,Womens E-Mail,1
1,363.87,Rural,Phone,No E-Mail,0
7,170.83,Surburban,Phone,Womens E-Mail,0
10,228.89,Surburban,Web,Womens E-Mail,1
6,503.18,Surburban,Multichannel,Womens E-Mail,0
12,111.56,Surburban,Web,Womens E-Mail,0
9,121.35,Surburban,Phone,No E-Mail,0
5,53.82,Surburban,Phone,Mens E-Mail,0
10,314.39,Surburban,Multichannel,Womens E-Mail,0
10,95.49,Rural,Web,Mens E-Mail,0
9,185.77,Urban,Web,Mens E-Mail,0
12,74,Rural,Phone,Womens E-Mail,1
4,268.38,Urban,Multichannel,No E-Mail,0
11,75.61,Surburban,Phone,Mens E-Mail,0
1,152.4,Surburban,Web,No E-Mail,0
3,269.17,Rural,Web,Mens E-Mail,0
7,235.86,Urban,Phone,Womens E-Mail,1
8,86.62,Rural,Web,Womens E-Mail,1
5,815.68,Urban,Multichannel,Womens E-Mail,0
9,197.85,Surburban,Web,Womens E-Mail,0
9,386.96,Surburban,Phone,Womens E-Mail,0
4,36.57,Rural,Phone,No E-Mail,0
8,57.84,Surburban,Web,Womens E-Mail,1
1,344.04,Rural,Web,No E-Mail,0
1,37.81,Surburban,Web,Mens E-Mail,0
1,130.82,Surburban,Phone,Mens E-Mail,0
1,129.83,Rural,Web,Womens E-Mail,0
4,29.99,Urban,Phone,No E-Mail,0
5,41.33,Rural,Web,Womens E-Mail,1
1,266.81,Urban,Web,Mens E-Mail,0
3,190.76,Surburban,Phone,Mens E-Mail,0
3,29.99,Rural,Web,Womens E-Mail,0
9,30.97,Urban,Web,Womens E-Mail,0
9,48.25,Urban,Web,Womens E-Mail,0
9,37.93,Urban,Web,No E-Mail,0
7,492.21,Urban,Web,Womens E-Mail,0
3,143.46,Surburban,Phone,Mens E-Mail,0
4,68.75,Rural,Phone,Mens E-Mail,0
7,230.55,Urban,Phone,No E-Mail,0
11,114.45,Urban,Phone,No E-Mail,0
1,464.2,Surburban,Web,Womens E-Mail,0
6,29.99,Urban,Web,Womens E-Mail,1
1,293.94,Surburban,Web,Mens E-Mail,1
9,555.4,Urban,Web,No E-Mail,0
4,173.48,Surburban,Web,No E-Mail,1
7,63.49,Surburban,Web,Mens E-Mail,1
4,148.66,Surburban,Web,No E-Mail,0
5,29.99,Surburban,Phone,Womens E-Mail,0
2,106.54,Rural,Phone,Womens E-Mail,0
11,211.3,Rural,Web,No E-Mail,0
1,700.99,Surburban,Multichannel,No E-Mail,0
5,53.8,Rural,Phone,Mens E-Mail,0
10,29.99,Urban,Phone,No E-Mail,0
6,272.87,Surburban,Phone,Mens E-Mail,1
