hour	h.choice income	age	edu	n1	n2	n3	race	home	lur
2250	5	 121	23	14	3	0	0	0	0	6
1920	5	 60	53	11	0	0	0	0	1	4
569	2	 250	22	14	1	0	0	0	0	5
1976	5	 320	40	14	0	1	1	0	1	6
2108	5	 231	31	14	1	1	0	0	1	7
0	1	 384	50	8	0	0	0	0	1	5
1989	5	 287	26	12	1	0	0	0	1	5
0	1	 378	54	12	0	0	0	1	1	5
1144	3	 170	26	16	1	0	0	1	1	5
0	1	 360	55	8	0	0	0	0	1	5
2040	5	 160	36	12	0	2	1	0	1	5
2030	5	 125	23	12	1	0	0	0	1	6
0	1	 131	19	11	0	0	0	0	0	5
1048	3	 35	51	12	0	0	1	1	1	5
1216	3	 0	21	15	1	0	0	0	0	5
0	1	 413	41	12	0	1	0	0	1	4
1628	4	 164	24	11	3	1	0	0	0	9
2084	5 	 340	36	12	0	0	0	1	0	7
1838	5 	 1152	47	17	0	0	0	0	1	3
1944	5	 265	60	7	3	0	0	0	1	6
2000	5	 426	33	12	0	0	0	0	1	6
0	1	 290	36	15	1	2	0	0	1	3
955	3	 301	32	12	1	3	0	0	1	6
0	1	 573	60	12	0	0	0	0	1	3
1468	4	 194	33	9	0	1	1	1	0	6
0	1	 338	35	11	3	1	1	0	0	6
0	1	 301	30	12	0	1	0	0	0	6
2100	5	 324	31	14	0	2	0	0	1	6
2000	5	 192	28	13	0	0	0	0	1	6
2060	5	 270	26	14	1	1	0	0	1	1
0	1	 562	35	10	2	1	1	1	0	1
1736	4	 528	40	12	0	0	2	0	0	5
0	1	 511	38	8	0	1	1	0	1	10
1715	4	 80	19	11	0	0	0	0	0	11
696	2	 127	20	10	2	0	0	0	0	11
1505	4	 320	29	14	0	2	0	0	1	5
2184	5	 300	48	10	0	1	1	0	1	6
120	2	 288	42	12	0	0	0	0	1	6
2450	6	 236	33	14	1	1	0	0	1	5
3380	6	 293	35	16	2	0	0	0	1	5
2094	5	 369	37	16	0	1	0	0	1	4
1989	5	 302	59	10	0	0	0	0	1	3
1546	4	 383	31	16	0	0	0	0	1	4
0	1	 380	33	13	1	2	0	0	1	4
698	2	 320	23	12	1	0	0	0	1	3
906	3	 323	27	14	1	0	0	0	1	3
2059	5	 210	25	14	0	0	0	0	1	6
990	3	 267	51	11	0	0	0	0	1	6
1084	3	 460	32	12	0	2	0	0	1	5
0	1	 231	25	14	2	0	0	0	1	6
2551	6	 174	51	17	0	1	1	0	1	8
1408	4	 355	37	17	0	0	0	0	1	8
1930	5	 293	29	13	0	0	0	0	1	7
1434	4	 563	34	17	2	0	0	0	1	5
816	3	 345	34	17	1	0	0	0	0	5
2000	5	 280	39	12	0	0	2	0	1	6
0	1	 254	64	7	0	0	0	0	1	7
0	1	 139	60	16	0	0	0	0	1	5
0	1	 315	32	17	2	0	0	0	0	10
1984	5	 467	37	16	2	0	0	0	1	6
216	2	 503	33	15	2	1	0	0	0	9
0	1	 800	40	16	1	1	0	0	1	6
1960	5	 330	38	14	0	1	0	0	1	2
2013	5	 486	44	17	0	1	0	0	1	8
528	2	 340	26	12	2	0	0	0	0	11
2295	6	 136	36	12	0	2	0	0	1	7
0	1	 522	35	10	0	2	0	0	0	6
2000	5	 135	23	12	0	0	0	0	0	6
864	3	 120	31	12	2	1	0	0	1	6
1680	4	 244	36	14	0	0	2	0	0	6
2100	5	 242	60	0	0	0	0	0	1	6
768	3	 108	18	12	1	0	0	0	0	6
1912	5	 235	27	12	1	1	0	0	1	4
640	2	 233	29	12	2	0	0	0	0	3
1896	5	 135	28	12	0	0	0	0	1	3
1699	4	 157	29	11	1	0	0	0	1	4
2130	5	 330	36	14	0	1	1	0	1	3
975	3	 117	59	9	0	0	0	0	1	4
1750	4	 552	32	12	0	0	0	0	1	4
0	1	 132	64	13	0	0	0	0	1	5
2500	6	 204	33	17	0	0	0	0	1	6
294	2	 324	40	13	0	0	0	1	1	4
2184	5	 180	20	12	0	0	0	1	0	4
2080	5	 214	55	12	0	0	0	0	0	3
808	3	 445	49	12	0	0	1	0	1	4
2040	5	 130	24	16	0	0	0	0	0	6
1440	4	 151	29	16	1	0	0	0	1	6
2000	5	 230	24	12	0	0	0	0	1	6
0	1	 276	62	9	0	0	0	0	1	8
0	1	 343	48	12	0	0	1	0	1	7
1920	5	 114	27	12	0	1	0	0	1	8
0	1	 537	55	12	0	0	0	0	1	8
1918	5	 411	27	12	0	0	0	0	0	6
2048	5	 434	46	14	0	0	0	0	1	9
0	1	 342	33	12	0	3	0	0	1	9
0	1	 349	47	12	0	0	1	0	1	6
156	2	 287	26	12	2	0	0	0	1	6
1044	3	 212	29	14	0	0	0	1	0	6
0	1	 31	64	11	0	0	0	1	0	6
0	1	 380	26	14	1	0	0	0	1	8
1786	5	 150	28	14	1	0	0	0	1	8
0	1	 430	63	11	0	0	0	0	1	7
0	1	 275	46	14	0	0	0	0	1	9
1463	4	 300	31	12	1	0	1	0	1	9
2098	5	 404	29	12	1	1	0	0	1	9
0	1	 285	28	16	3	0	0	0	1	3
2070	5	 340	32	16	0	2	0	0	1	3
1813	5	 460	34	12	1	1	0	0	1	3
2000	5	 146	26	13	1	0	0	0	1	5
0	1	 770	61	12	0	0	0	0	1	3
416	2	 250	28	14	2	0	0	0	1	3
1012	3	 250	35	17	2	0	0	0	0	7
2160	5	 192	25	16	0	0	0	0	1	5
2356	6	 420	46	14	0	0	0	0	1	3
2020	5	 318	32	12	0	0	0	0	1	6
1150	3	 353	39	16	0	2	0	0	1	6
0	1	 713	41	12	0	2	0	0	1	5
1024	3	 110	34	12	0	2	0	0	1	6
0	1	 440	56	12	0	0	0	0	1	6
2080	5	 160	27	12	0	1	0	0	1	6
0	1	 630	54	10	0	0	0	0	1	7
1208	3	 333	23	12	0	0	0	0	0	3
1785	5	 382	43	12	0	1	1	0	1	8
2032	5	 432	33	14	0	1	1	0	1	3
1285	4	 385	26	17	0	0	0	0	1	3
700	2	 1250	52	17	0	0	0	0	1	3
1928	5	 216	46	12	0	0	0	1	0	4
952	3	 562	23	12	1	0	0	0	0	4
1808	5	 832	48	12	0	0	0	0	1	3
1042	3	 853	52	14	0	0	0	0	1	3
140	2	 310	38	17	2	0	0	0	1	4
0	1	 1480	42	16	1	1	1	0	1	2
0	1	 399	37	12	0	1	1	0	1	7
1512	4	 121	34	16	0	0	1	0	1	3
0	1	 290	58	12	0	0	0	0	1	3
1856	5	 250	33	12	1	1	0	0	0	3
234	2	 355	42	12	0	0	1	0	0	4
2224	5	 350	29	16	0	0	0	0	1	3
2000	5	 472	35	12	1	0	1	0	1	3
0	1	 437	63	11	0	0	0	0	1	4
1736	4	 915	42	17	0	0	0	0	1	4
1960	5	 264	35	13	0	1	1	0	1	4
1328	4	 26	23	12	0	0	0	0	0	6
1043	3	 326	46	12	0	0	0	0	0	7
0	1	 671	34	12	0	1	0	0	0	7
1920	5	 125	27	12	1	0	0	0	0	7
0	1	 184	22	13	1	0	0	0	0	7
1755	5	 766	39	16	0	0	0	0	1	8
2040	5	 303	39	14	0	1	0	0	1	10
1488	4	 450	41	16	0	0	2	0	1	6
2210	5	 89	38	17	0	1	0	0	1	6
582	2	 450	64	12	0	0	0	0	1	4
104	2	 440	27	17	2	0	0	0	1	4
0	1	 307	44	13	0	0	0	0	1	5
1820	5	 102	27	12	0	0	0	0	1	4
400	2	 193	63	8	0	0	0	0	1	4
2008	5	 120	38	9	0	0	1	0	1	4
0	1	 43	63	2	0	0	0	1	1	1
1695	4	 226	53	12	0	0	0	0	1	1
1856	5	 230	23	13	0	0	0	0	0	4
1920	5	 282	32	12	0	0	0	0	1	4
904	3	 297	36	12	0	2	0	0	1	6
45	2	 400	29	14	2	1	0	1	1	11
0	1	 735	56	10	0	0	0	1	1	11
1610	4	 275	35	12	0	1	0	0	1	6
1422	4	 2030	45	12	0	2	0	0	1	6
1624	4	 439	31	12	0	2	0	0	1	3
1080	3	 341	58	12	0	0	0	0	1	5
1248	3	 285	31	10	0	2	1	0	1	5
0	1	 97	56	10	0	0	0	1	0	5
1104	3	 320	47	10	0	0	0	0	1	4
1776	5	 278	29	11	0	1	0	0	1	4
1504	4	 345	41	12	0	0	1	0	1	4
1582	4	 70	20	14	0	0	0	0	0	8
0	1	 416	22	12	2	0	0	0	0	4
1932	5	 416	46	12	0	0	0	0	1	4
0	1	 690	34	17	0	0	0	0	0	6
2470	6	 335	53	12	0	0	0	0	1	4
2165	5	 190	24	12	0	0	0	0	0	5
1330	4	 580	59	17	0	0	0	0	1	5
1682	4	 225	34	16	1	1	0	0	0	5
2364	6	 363	42	10	0	0	1	0	1	6
320	2	 96	25	12	2	0	0	0	0	6
1938	5	 230	27	12	1	0	0	0	1	3
1920	5	 588	43	12	0	0	1	0	1	2
684	2	 360	33	16	1	0	0	0	1	6
980	3	 440	40	15	0	0	0	0	0	5
1880	5	 454	38	12	0	1	0	0	1	5
69	2	 512	30	16	2	0	0	0	1	4
0	1	 784	34	16	2	0	0	0	1	5
0	1	 685	35	16	2	0	0	0	1	5
0	1	 595	64	14	0	0	0	0	1	5
1837	5	 111	26	10	2	2	0	0	0	6
1362	4	 140	48	10	0	0	1	0	1	6
614	2	 226	29	12	1	1	0	0	0	11
195	2	 115	24	10	1	1	0	0	0	6
765	3	 221	56	8	0	0	0	0	1	5
1333	4	 135	45	12	0	0	1	0	1	10
1872	5	 310	22	12	1	0	0	0	1	9
1528	4	 168	45	12	0	1	0	0	1	9
1940	5	 800	40	16	0	2	0	0	1	4
1968	5	 530	57	12	0	0	0	0	1	4
176	2	 250	39	16	0	1	1	0	1	5
298	2	 280	31	16	1	0	0	0	0	5
984	3	 260	40	13	0	3	1	0	1	6
1704	4	 247	55	12	0	0	0	0	1	5
1650	4	 405	29	17	0	0	0	0	1	4
1960	5	 60	40	10	0	0	0	0	1	5
176	2	 274	51	11	0	0	0	0	1	5
2346	6	 232	24	12	1	0	0	0	1	5
0	1	 141	20	12	1	0	0	0	1	5
0	1	 460	38	12	0	1	1	0	1	6
1936	5	 262	50	12	0	0	0	0	1	7
2199	5	 101	25	17	0	0	0	0	0	7
160	2	 300	26	12	2	0	0	0	0	3
1870	5	 212	28	12	1	2	0	0	1	3
1030	3	 500	58	12	0	0	0	0	1	3
0	1	 370	28	12	1	1	0	0	1	9
1750	4	 225	61	10	0	0	0	0	0	5
2040	5	 340	35	12	0	2	1	0	1	5
1924	5	 257	26	16	0	0	0	0	0	5
2008	5	 166	23	14	1	0	0	0	1	9
2550	6	 178	53	8	0	0	0	0	1	5
1025	3	 1500	46	12	0	1	0	0	1	9
0	1	 239	58	12	0	0	0	0	1	8
2008	5	 440	40	16	1	1	0	0	1	5
625	2	 433	39	10	0	0	1	0	1	5
1040	3	 7	36	12	0	0	0	0	1	2
1383	4	 156	39	12	0	0	1	0	1	2
1747	4	 262	57	12	0	0	0	0	1	5
1913	5	 234	25	16	0	0	0	0	1	5
1928	5	 270	24	14	1	0	0	0	1	5
1908	5	 650	48	13	0	0	0	0	1	5
1940	5	 460	38	14	0	0	0	0	1	6
0	1	 455	45	12	0	0	1	0	0	2
0	1	 111	62	6	0	0	0	0	0	5
0	1	 371	35	16	0	2	0	0	1	6
0	1	 159	24	10	1	2	0	0	1	7
0	1	 185	23	12	2	0	0	0	1	7
1960	5	 270	46	12	0	0	0	0	1	7
1326	4	 92	46	10	0	0	0	0	1	7
864	3	 188	46	11	0	1	0	0	1	7
0	1	 160	39	14	1	0	0	0	1	4
1057	3	 252	29	12	1	1	0	0	1	5
3483	6	 58	26	17	0	0	0	0	1	3
2000	5	 115	46	12	0	0	0	1	1	8
1837	5	 731	52	12	0	0	0	0	1	3
2342	6	 157	60	8	0	0	0	0	1	5
0	1	 372	28	14	1	1	0	0	0	5
0	1	 121	23	12	1	0	0	0	1	5
314	2	 680	53	12	0	0	1	0	1	3
1248	3	 359	57	16	0	0	0	0	1	3
2000	5	 188	29	13	1	0	0	0	1	2
0	1	 364	40	17	2	1	0	0	1	7
2016	5	 170	21	12	0	0	0	0	0	7
2214	5	 230	25	12	0	0	0	0	1	5
1090	3	 550	35	12	0	1	1	0	1	3
0	1	 141	58	8	0	0	0	0	1	2
1288	4	 178	50	12	0	0	0	0	1	4
1203	3	 362	25	16	0	0	0	0	1	7
2500	6	 700	27	13	0	0	0	0	0	2
2080	5	 136	23	12	0	0	0	0	0	4
2373	6 	 181	33	17	1	1	0	0	1	8
1736	4	 530	43	12	0	2	0	0	0	5
0	1	 765	39	17	1	3	0	0	1	3
2232	5	 496	59	12	0	0	0	0	1	6
1736	4	 357	40	12	0	0	0	0	1	4
2000	5	 273	35	12	0	2	0	0	1	5
1756	5	 186	33	15	1	0	0	0	1	4
1237	3	 230	31	16	3	0	0	0	1	11
1717	4	 157	34	15	0	0	0	0	1	5
168	2	 188	36	11	0	3	1	0	0	5
0	1	 103	25	12	1	1	0	0	0	8
1657	4	 99	50	12	0	0	0	0	1	8
522	2	 175	30	12	0	1	0	0	1	5
1633	4	 293	44	14	0	2	1	0	1	8
2040	5	 170	26	12	0	0	0	0	1	8
832	3	 450	36	12	1	1	0	0	1	3
0	1	 340	32	12	3	1	0	0	1	5
1259	4	 160	21	12	0	0	0	1	0	9
1960	5	 313	31	12	0	4	0	0	1	7
0	1	 194	62	12	0	0	0	0	1	7
431	2	 445	35	15	2	3	0	0	1	5
750	2	 300	32	12	1	1	0	0	1	5
0	1	 660	59	12	0	0	0	0	1	5
1665	4	 650	29	16	0	0	0	0	1	5
1880	5	 193	56	15	0	0	0	1	0	4
0	1	 231	55	12	0	0	0	0	0	3
3525	6	 496	26	16	0	0	0	0	1	3
332	2	 339	30	14	1	1	1	0	1	4
2160	5	 652	33	15	0	0	0	0	1	6
136	2	 9	31	14	1	0	0	0	0	4
0	1	 477	64	12	0	0	0	0	1	4
0	1	 260	30	16	2	0	0	0	1	3
1340	4	 283	40	17	0	2	0	0	1	4
2056	5	 268	44	12	0	0	0	0	1	5
0	1	 517	39	12	0	0	1	0	1	7
0	1	 426	59	12	0	0	0	0	1	4
459	2	 454	44	12	0	0	0	0	1	4
0	1	 1028	44	14	0	0	0	0	1	7
384	2	 110	24	12	2	0	0	1	0	3
1214	3	 270	35	12	1	2	0	1	1	1
0	1	 187	54	3	0	1	0	1	1	1
0	1	 200	31	12	0	2	0	1	1	3
0	1	 130	32	11	0	0	0	1	0	3
0	1	 190	56	9	0	0	0	0	1	6
138	2	 95	23	11	2	0	0	0	0	5
1101	3	 24	48	12	0	0	1	0	1	5
0	1	 392	64	12	0	0	0	0	1	5
1254	4	 228	28	17	2	0	0	0	1	4
1600	4	 530	59	16	0	0	0	0	1	5
2050	5	 20	36	12	0	1	1	0	0	5
1829	5	 258	21	12	1	0	0	0	1	9
302	2	 150	22	10	1	0	0	0	0	4
864	3	 286	60	9	0	0	0	0	1	5
1952	5	 150	36	12	1	1	0	0	1	5
0	1	 195	44	12	0	1	0	0	1	5
1976	5	 414	30	17	1	0	0	0	1	5
1960	5	 460	40	16	0	0	0	0	1	3
0	1	 355	59	12	0	0	0	0	1	4
1440	4	 277	42	14	0	0	1	0	1	7
40	2	 392	46	15	0	0	1	0	1	5
0	1	 482	58	12	0	0	0	1	1	5
0	1	 28	35	13	2	2	0	1	0	5
1160	3	 210	50	13	0	0	0	0	1	6
1310	4	 324	29	12	1	0	0	0	1	6
1840	5	 713	35	14	1	0	1	0	1	7
24	2	 488	36	13	1	2	1	0	1	6
2261	6	 154	30	16	1	0	0	0	1	6
2280	6	 550	30	13	2	1	0	0	1	6
819	3	 329	27	12	1	0	0	0	0	3
1568	4	 373	29	17	1	0	0	0	0	3
2461	6	 371	61	12	0	0	0	0	1	3
0	1	 488	41	12	0	2	0	0	1	3
905	3	 960	40	17	0	2	0	0	1	3
1400	4	 759	47	15	0	0	2	0	1	4
0	1	 727	46	12	0	0	1	0	1	4
1920	5	 446	43	9	0	0	0	0	1	7
0	1	 280	20	11	1	0	0	0	0	7
868	3	 164	22	12	1	0	0	0	1	7
2252	6	 449	44	12	0	0	0	0	1	5
744	2	 835	39	16	0	0	0	0	1	2
428	2	 290	36	12	0	2	1	0	0	8
0	1	 268	63	12	0	0	0	0	1	7
18	2	 117	34	12	1	1	0	0	1	7
1225	3	 370	31	12	2	1	0	0	0	5
174	2	 279	33	16	1	1	0	0	1	7
1920	5	 385	37	12	0	2	1	0	1	6
300	2	 688	32	12	0	2	0	0	1	7
1867	5	 65	27	13	0	0	0	0	0	8
0	1	 1056	56	16	0	0	0	0	1	7
600	2	 152	34	16	1	2	0	0	0	4
796	3	 63	21	14	1	0	0	0	0	10
0	1	 314	61	12	0	0	0	0	1	10
919	3	 380	33	12	1	2	0	0	1	10
1155	3	 510	38	14	0	3	0	0	1	2
1667	4	 525	40	16	0	1	0	0	1	10
0	1	 246	43	12	0	0	1	0	1	5
1653	4	 100	48	8	0	0	0	0	1	4
261	2	 110	24	12	2	0	0	0	0	4
0	1	 134	20	12	2	0	0	0	0	6
1844	5	 200	25	13	1	0	0	0	0	5
2133	5	 268	29	12	1	0	0	0	1	4
2050	5	 122	36	12	0	1	0	0	1	4
1680	4	 372	47	17	0	1	0	0	1	6
1740	4	 280	36	17	0	1	0	0	1	6
262	2	 93	23	15	1	0	0	0	0	2
2066	5	 110	24	15	0	0	0	0	0	3
1880	5	 393	39	11	0	0	2	1	1	9
694	2	 294	30	16	0	0	0	0	0	5
1268	4	 406	27	12	3	0	0	0	1	4
1324	4	 210	21	12	1	0	0	0	0	4
2256	6	 139	37	12	0	2	1	0	1	6
1458	4	 360	21	12	0	1	0	0	1	5
1407	4	 224	36	12	0	0	2	0	1	14
1400	4	 90	58	17	0	0	0	0	1	6
864	3	 176	28	15	1	0	0	1	0	4
2038	5	 331	52	12	0	0	0	0	1	5
92	2	 230	28	15	3	0	0	0	0	4
2052	5	 216	32	14	0	2	0	0	1	5
2223	5	 110	28	13	0	0	0	0	0	3
0	1	 656	21	10	1	0	0	0	0	4
2880	6	 359	61	17	0	0	0	0	1	5
2220	5	 596	49	16	0	0	0	0	1	6
2295	6	 479	30	12	1	0	0	0	1	5
0	1	 150	29	14	1	0	0	0	1	5
2142	5	 202	45	15	0	0	1	0	1	5
1176	3	 228	50	10	0	0	1	1	1	5
2083	5	 180	30	12	1	1	0	0	1	5
2060	5	 288	44	9	0	0	2	0	1	5
2040	5	 210	47	10	0	1	1	0	0	5
0	1	 421	54	12	0	0	0	0	1	5
0	1	 370	35	16	1	2	0	0	1	3
1944	5	 392	32	16	1	0	0	0	1	9
774	3	 310	32	16	1	0	0	0	1	3
0	1	 836	45	13	0	1	1	0	1	3
1600	4	 97	30	8	0	2	0	0	0	10
630	2	 90	23	7	1	0	0	0	0	11
0	1	 100	57	3	0	0	0	0	0	10
2195	5	 83	32	10	0	3	0	0	0	11
600	2	 109	38	8	0	1	2	1	0	7
0	1	 205	28	12	1	1	0	0	0	7
980	3	 79	23	11	1	0	0	0	0	6
1928	5	 406	38	16	0	2	0	0	1	6
2058	5	 548	40	16	0	0	0	0	1	4
1751	5	 310	31	12	2	0	0	0	1	6
0	1	 361	55	12	1	0	0	0	1	6
236	2	 381	38	15	0	1	1	0	1	6
1952	5	 31	61	7	0	0	0	0	1	4
1300	4	 92	63	11	0	0	0	0	1	4
2020	5	 130	50	13	0	0	0	0	1	6
1960	5	 86	29	12	1	1	0	0	0	6
0	1	 60	53	12	0	0	0	0	0	6
0	1	 360	41	10	0	0	2	0	0	6
640	2	 397	37	13	0	3	0	0	1	6
1935	5	 520	37	17	1	2	0	0	1	9
3000	6	 129	29	12	0	1	0	1	1	5
2160	5	 200	42	12	0	0	0	0	1	3
1258	4	 252	37	12	0	1	1	0	1	5
1312	4	 326	36	12	0	0	2	0	1	5
2033	5	 544	41	11	0	0	0	0	1	3
1544	4	 490	41	17	0	2	0	0	1	6
1110	3	 707	45	15	0	0	0	0	1	5
2077	5	 243	31	14	1	0	0	0	1	9
2534	6	 552	27	11	1	0	0	0	0	9
0	1	 288	48	11	0	0	0	0	1	9
1788	5	 346	34	10	0	3	1	0	1	9
0	1	 275	63	13	0	0	0	0	1	9
1871	5	 203	28	13	1	0	0	1	0	3
0	1	 265	37	10	0	0	0	0	0	7
0	1	 475	59	14	0	0	0	0	1	7
1928	5	 342	24	15	0	0	0	0	1	6
1100	3	 525	54	16	0	0	0	0	1	7
1392	4	 112	25	17	1	0	0	0	1	8
1632	4	 453	25	16	1	0	0	0	1	6
1720	4	 3	30	12	1	1	0	0	0	7
0	1	 225	25	12	1	0	0	0	0	7
0	1	 671	43	12	0	0	1	0	1	6
624	2	 140	56	12	0	0	0	0	1	10
2783	6	 210	40	10	0	0	1	0	1	4
1880	5	 330	37	12	0	1	0	0	1	11
2145	5	 518	57	16	0	0	1	0	1	4
704	2	 190	28	12	1	0	0	0	1	7
1920	5	 170	49	12	0	0	0	0	1	8
528	2	 127	20	12	1	0	0	0	0	8
280	2	 412	32	8	0	3	2	0	1	10
1920	5	 120	33	14	1	1	0	0	1	10
1880	5	 120	33	12	1	2	0	0	0	6
905	3	 577	42	7	0	0	1	0	1	6
1991	5	 87	22	11	0	0	0	0	0	6
2054	5	 118	47	12	0	0	0	0	1	19
1512	4	 377	37	17	0	0	0	0	1	3
0	1	 250	31	12	1	2	0	0	1	3
0	1	 761	38	13	0	1	2	0	1	3
471	2	 321	63	12	0	0	0	0	1	3
1860	5	 279	53	12	0	0	1	0	1	4
2490	6	 120	26	15	0	0	0	0	0	6
2032	5	 150	36	15	2	0	0	0	1	6
0	1	 384	33	12	0	1	0	0	1	6
1312	4	 211	23	12	0	0	0	0	0	6
1463	4	 143	43	12	0	0	0	0	1	6
641	2	 43	41	12	0	2	0	0	0	6
3029	6	 83	54	12	0	0	0	0	1	8
1530	4	 272	33	14	1	1	0	0	1	8
940	3	 350	31	12	1	2	0	0	1	8
0	1	 90	33	12	0	2	1	0	0	8
2176	5	 427	28	12	0	0	0	0	0	3
1530	4	 170	56	12	0	0	0	0	1	8
1157	3	 220	28	12	1	0	0	0	1	8
0	1	 478	40	12	0	0	0	0	1	6
0	1	 238	57	12	0	0	0	0	1	5
1308	4	 220	30	16	2	0	0	0	1	5
324	2	 269	24	12	1	0	0	0	0	3
1720	4	 217	51	11	0	0	0	0	1	5
1304	4	 200	30	12	0	2	0	0	1	5
2304	6	 314	28	12	0	2	0	0	1	5
0	1	 257	32	10	0	1	1	0	1	5
618	2	 64	38	14	0	0	0	0	0	5
0	1	 135	34	12	0	3	1	1	1	11
2110	5	 13	35	11	0	3	0	0	0	5
0	1	 256	34	12	0	0	0	0	0	5
1720	4	 8	20	11	1	0	0	0	0	5
0	1	 983	56	12	0	1	0	0	1	5
1480	4	 335	24	12	0	0	0	0	1	5
2036	5	 235	25	13	0	0	0	0	0	5
2366	6	 477	26	12	0	0	0	0	1	5
1464	4	 425	29	12	1	1	0	0	1	7
0	1	 723	53	11	0	0	0	0	1	7
432	2	 170	24	10	2	1	0	0	0	5
0	1	 69	19	8	2	0	0	0	0	5
0	1	 150	25	14	0	0	0	0	0	7
184	2	 107	20	11	0	0	0	0	0	7
0	1	 325	48	12	0	1	0	0	1	5
1912	5	 297	58	12	0	0	0	0	0	2
1200	3	 480	42	17	0	1	0	0	1	3
2135	5	 499	28	17	0	0	0	0	1	3
385	2	 443	35	13	0	3	0	0	1	4
0	1	 180	32	14	1	1	0	0	1	4
875	3	 162	56	2	0	0	0	0	1	4
1275	4	 165	57	11	0	0	0	0	1	5
0	1	 481	37	16	1	2	0	0	1	7
64	2	 462	34	17	2	0	0	0	1	7
76	2	 330	37	16	1	2	1	0	0	7
1896	5	 225	40	8	0	0	0	1	1	7
1148	3	 385	37	16	0	1	0	0	1	10
70	2	 231	31	16	1	0	0	0	1	10
0	1	 200	27	12	0	2	0	1	0	5
1094	3	 139	62	12	0	0	0	1	1	1
224	2	 232	26	14	1	0	0	1	0	4
0	1	 340	38	13	0	3	1	1	0	4
2000	5	 160	29	16	2	0	0	1	1	5
0	1	 130	56	10	0	0	0	0	1	6
1169	3	 362	25	12	1	0	0	0	1	6
1205	3	 274	31	14	0	0	0	0	1	4
2184	5	 339	39	7	0	2	3	1	1	5
735	2	 200	35	12	2	2	0	0	0	3
1134	3	 265	28	12	1	0	0	0	1	10
2090	5	 -20	36	14	1	1	1	0	0	11
31	2	 300	35	13	0	1	0	0	1	11
415	2	 423	37	12	0	1	0	0	1	11
0	1	 223	38	12	0	0	3	0	1	5
0	1	 172	50	12	0	1	1	0	0	8
390	2	 100	20	12	1	0	0	0	0	8
1952	5	 528	35	14	0	0	0	0	1	5
2340	6	 150	38	17	0	0	0	0	0	5
1968	5	 313	24	13	0	0	0	0	1	5
2013	5	 790	35	12	0	2	0	0	1	5
0	1	 212	61	12	0	0	0	0	1	5
1519	4	 150	22	12	0	0	0	0	0	4
2060	5	 414	45	12	0	0	0	0	1	4
1982	5	 340	44	12	0	0	0	0	1	4
2202	5	 237	30	12	0	2	0	0	1	4
0	1	 231	49	11	0	0	0	0	1	4
2040	5	 150	19	10	1	0	0	0	0	3
128	2	 275	40	12	0	0	2	0	1	4
1837	5	 440	50	12	0	0	0	0	1	5
0	1	 178	24	9	2	0	0	1	0	10
1452	4	 46	28	16	1	0	0	1	0	7
0	1	 370	59	12	0	0	0	0	1	6
2480	6	 451	25	16	0	0	0	0	1	4
1452	4	 553	31	17	0	0	0	0	0	8
0	1	 587	32	13	1	2	0	0	1	6
2330	6	 645	31	16	0	0	0	0	1	2
2040	5	 139	27	12	0	0	0	0	1	4
1500	4	 100	22	15	0	0	0	0	0	5
1000	3	 480	48	12	0	0	1	0	0	6
0	1	 123	28	12	0	3	0	0	0	5
2005	5	 261	37	13	0	1	0	0	1	9
2124	5	 244	36	12	0	0	0	0	1	5
2072	5	 281	32	12	0	2	0	0	0	5
1799	5	 353	24	12	0	0	0	1	0	5
0	1	 169	26	12	2	0	0	0	0	4
0	1	 326	47	10	0	0	0	0	1	5
858	3	 155	22	12	2	0	0	1	0	6
2259	6	 348	40	14	0	0	1	0	1	5
1560	4	 70	24	14	0	0	0	0	0	6
2044	5	 201	31	12	0	1	1	0	1	5
1844	5	 147	29	12	2	0	0	0	1	5
1296	4	 475	51	12	0	0	0	0	1	5
1699	4	 211	62	13	0	0	0	0	1	11
1500	4	 270	54	12	0	0	1	0	1	5
0	1	 591	32	12	1	2	0	0	1	5
662	2	 159	21	11	0	0	0	0	0	5
2000	5	 731	58	14	0	0	0	0	1	6
2103	5	 259	30	15	2	0	0	0	0	5
1824	5	 503	34	17	0	0	0	0	1	3
252	2	 523	39	16	1	1	1	0	1	2
1200	3	 1620	38	17	1	0	0	0	1	3
0	1	 415	57	12	0	0	0	0	1	3
0	1	 301	29	12	3	0	0	0	1	3
1353	4	 351	33	12	1	1	0	0	1	3
1750	4	 400	49	12	0	0	0	0	1	2
1904	5	 256	25	14	1	0	0	0	1	7
1137	3	 709	57	17	0	0	0	0	1	3
1819	5	 103	52	12	0	0	0	1	1	9
1920	5	 403	43	12	0	0	1	1	1	9
2174	5	 222	43	12	0	0	0	0	0	6
387	2	 92	22	10	2	0	0	0	0	4
1098	3	 43	29	12	2	3	0	0	0	3
2048	5	 478	36	15	0	0	1	0	1	6
1248	3	 270	35	16	0	2	0	0	1	6
260	2	 320	31	12	0	2	0	0	1	6
1911	5	 8	33	14	0	1	0	0	1	2
104	2	 176	32	16	2	2	0	0	1	8
0	1	 151	59	12	0	0	0	0	1	8
1880	5	 453	49	12	0	0	0	0	1	8
1176	3	 166	40	12	0	2	1	0	1	8
0	1	 366	50	12	0	1	0	0	1	8
1920	5	 301	32	14	0	2	0	0	1	5
0	1	 500	59	16	0	0	0	0	1	6
1856	5	 190	29	16	0	0	0	0	1	6
