E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,age,gender,race
1,3,3,3,2,3,1,3,5,5,4,2,5,3,4,5,4,4,3,3,5,5,1,5,1,5,1,3,5,3,3,5,4,3,2,4,4,3,5,3,1,3,5,1,2,1,2,1,5,2,18,1,11
3,3,4,3,1,4,1,1,4,5,1,5,3,5,1,1,1,1,1,1,5,2,3,5,2,5,1,5,5,5,1,3,5,5,3,2,4,2,1,1,4,5,5,5,4,1,5,3,5,4,25,0,13
4,3,5,3,3,3,3,3,3,2,4,5,3,3,1,1,1,1,1,1,3,3,1,3,4,5,3,4,2,5,4,4,4,1,3,1,3,1,4,3,4,5,3,3,2,3,4,3,5,3,40,0,8
5,3,4,4,3,4,2,3,4,5,5,1,5,3,5,5,5,3,2,3,1,5,1,5,1,5,1,5,5,5,1,5,3,5,2,5,3,3,1,4,1,3,5,1,5,5,4,2,3,5,24,0,11
2,3,2,4,2,1,1,5,1,5,5,1,5,1,3,3,1,1,3,4,1,4,1,5,1,5,1,4,5,5,5,2,5,2,4,1,5,1,5,5,5,2,5,1,4,1,5,5,5,5,32,1,3
1,1,5,5,5,1,4,2,5,2,5,3,4,5,5,5,3,4,5,4,1,5,2,5,2,5,2,4,5,3,1,5,5,5,5,3,2,2,5,4,1,3,5,1,5,3,3,2,4,4,33,0,4
1,3,1,5,2,4,1,5,1,5,2,2,5,1,4,4,4,4,3,5,2,3,2,5,1,5,1,5,5,3,1,5,3,5,1,5,5,4,1,2,3,1,3,1,4,2,4,3,5,4,21,1,6
4,4,4,4,4,3,5,5,5,4,5,4,5,2,3,5,4,3,4,3,1,4,3,5,1,4,1,5,5,4,2,5,5,4,2,5,4,5,4,3,3,2,5,1,3,1,4,2,5,4,18,1,3
2,4,3,5,4,2,2,4,2,4,3,3,5,2,1,3,5,4,4,3,2,4,3,5,2,4,2,3,4,3,4,1,4,4,4,1,4,3,4,2,4,1,5,5,3,1,3,5,4,5,18,0,1
5,1,5,2,5,1,4,2,5,2,1,5,1,5,2,1,1,1,1,1,1,5,1,5,1,5,1,4,5,5,2,5,3,3,2,5,2,3,2,5,5,1,5,1,5,1,5,5,5,5,30,0,3
3,4,4,2,4,2,4,2,4,3,2,4,3,3,1,1,3,3,1,3,4,4,1,4,1,4,2,4,4,4,4,4,5,2,4,2,4,3,4,3,3,2,2,2,4,2,4,3,4,4,28,0,4
3,4,4,4,2,2,2,5,2,5,5,4,4,4,2,3,2,1,1,2,1,4,1,4,3,5,2,4,4,4,4,5,4,4,2,5,3,1,4,4,4,3,5,2,4,1,5,2,3,5,26,0,4
1,1,4,3,2,3,1,3,4,5,1,4,4,3,2,1,1,1,1,3,1,5,1,5,1,5,1,5,5,5,4,3,5,3,3,1,4,3,3,3,5,1,5,1,3,1,3,4,5,4,23,0,3
3,4,2,4,2,3,4,4,5,5,3,2,2,3,3,4,4,3,4,2,4,4,4,3,3,4,3,2,3,4,3,5,2,3,2,4,5,2,3,4,3,1,4,1,4,1,5,1,5,4,27,0,4
4,1,5,1,2,1,5,1,5,3,2,4,4,2,1,2,1,1,2,1,2,5,1,4,2,4,1,4,4,3,3,3,2,2,4,2,5,2,4,4,2,1,2,1,4,4,4,4,3,4,21,1,3
3,1,5,1,5,1,5,4,3,1,1,5,1,5,2,1,1,1,1,1,3,5,1,5,1,4,2,4,3,5,1,5,2,4,2,5,1,4,1,2,2,1,5,1,3,1,5,2,5,5,20,0,4
3,1,1,3,3,1,1,5,1,5,5,3,5,2,5,5,5,5,5,5,1,5,3,5,1,5,1,5,5,5,2,5,5,4,1,5,1,5,1,5,3,3,5,1,3,1,5,5,5,5,16,1,13
1,2,4,4,2,3,2,5,2,4,3,4,4,4,2,4,3,2,3,2,2,5,1,4,2,5,2,4,5,4,3,2,4,1,5,2,5,1,3,4,4,3,4,3,5,3,4,4,4,3,39,1,3
4,2,4,3,4,3,2,2,4,4,3,4,4,2,3,2,4,3,3,2,2,4,2,4,2,4,2,3,3,3,3,4,4,2,2,2,4,4,2,4,2,2,4,2,3,2,4,2,3,3,19,1,11
1,4,2,5,2,5,1,5,1,5,2,5,4,2,1,1,5,3,1,2,4,3,2,2,4,1,4,2,1,2,5,4,5,3,4,4,5,2,5,4,4,3,1,3,4,5,5,5,4,2,23,1,3
4,3,4,4,3,2,4,3,5,2,4,3,4,1,4,4,5,4,1,4,3,5,2,4,4,5,2,4,5,3,2,2,3,2,2,4,4,3,4,3,3,2,5,3,4,1,4,2,1,5,20,1,4
4,2,4,2,5,1,5,3,5,5,5,4,4,4,3,4,4,2,4,2,4,4,2,3,4,3,4,3,4,4,1,5,5,4,1,4,2,3,1,4,5,3,3,4,4,3,5,4,3,5,21,1,3
1,5,5,3,3,3,2,4,3,5,4,3,5,2,2,2,2,1,3,3,5,3,1,5,2,5,3,4,4,3,3,3,5,2,5,1,2,3,4,3,3,2,3,1,3,3,5,4,3,3,35,0,13
2,5,2,3,3,2,1,4,3,4,3,4,5,1,4,3,2,2,2,5,3,4,3,4,4,3,3,4,4,2,3,4,5,3,2,4,4,2,2,4,5,1,4,1,5,1,5,5,5,5,36,0,3
2,2,3,3,3,2,2,3,3,4,3,3,4,3,3,3,4,2,3,2,2,4,1,3,2,2,2,3,3,3,2,4,5,2,2,4,4,3,2,4,4,1,5,1,3,1,4,4,5,4,17,0,3
4,2,3,3,4,1,5,4,3,4,4,3,5,2,1,3,5,5,2,3,2,3,4,4,1,3,1,4,2,5,4,5,5,3,2,4,2,1,1,4,5,2,5,1,5,1,4,4,5,5,20,0,3
2,4,4,4,4,3,3,4,4,3,4,5,5,3,1,1,1,2,3,3,5,3,1,4,2,4,2,4,5,5,5,4,5,3,3,5,3,3,2,4,5,3,5,4,5,1,5,4,4,4,19,0,1
2,2,2,3,3,4,2,4,2,5,4,4,4,4,2,2,4,3,3,2,4,3,1,5,2,5,3,3,5,4,4,4,3,4,4,5,4,3,3,4,3,2,4,2,4,2,4,2,4,4,22,1,13
2,3,5,3,1,2,3,5,3,5,2,4,4,4,1,2,3,1,5,1,2,4,1,4,1,3,1,4,4,5,1,4,3,1,1,4,5,3,1,5,3,1,3,2,5,1,5,4,1,4,15,1,13
3,1,5,4,5,1,5,5,1,1,3,4,5,3,5,3,3,3,1,3,1,5,1,5,1,5,1,5,5,5,5,1,5,1,4,1,5,1,3,5,5,3,5,3,5,1,5,5,5,5,52,1,3
3,1,2,2,5,1,2,4,3,3,1,4,2,1,3,2,4,3,2,4,1,5,4,5,1,3,5,5,4,3,3,5,4,3,1,4,3,4,4,2,1,1,5,1,5,1,5,1,4,5,16,0,13
1,5,2,5,1,2,2,5,1,5,1,5,4,1,1,1,5,1,1,4,4,4,1,3,4,3,2,3,2,3,4,2,4,5,1,5,3,2,1,3,4,2,5,3,4,1,4,3,5,3,22,0,3
2,2,5,3,5,2,2,4,4,5,1,5,5,2,5,3,5,2,2,4,2,5,2,4,2,5,2,4,5,4,4,2,5,2,5,1,5,2,5,3,1,2,5,1,4,1,3,2,5,5,21,0,1
3,2,4,2,3,2,3,4,3,4,1,4,3,4,2,2,4,1,1,2,1,3,1,4,1,4,1,3,5,4,4,1,5,1,3,1,4,2,3,5,4,3,4,1,3,2,5,3,2,3,41,0,3
3,5,4,4,5,2,5,5,5,4,3,5,4,3,2,3,3,2,4,4,5,5,4,5,3,1,1,3,5,5,3,5,3,5,3,5,5,3,3,3,4,4,4,3,4,1,5,2,4,4,24,0,4
2,2,3,2,3,1,1,4,2,4,2,1,5,2,1,1,3,3,4,4,2,3,2,3,2,3,3,2,3,2,2,5,3,3,1,3,2,3,3,4,5,1,5,1,3,1,4,4,5,4,17,0,3
3,4,4,5,1,3,2,3,3,1,5,2,5,2,5,5,5,5,5,2,4,3,1,4,4,5,3,2,4,3,4,4,5,1,5,2,5,2,4,5,4,2,5,2,5,1,5,5,4,5,30,1,4
3,2,5,3,4,3,2,5,5,2,1,5,3,1,1,1,1,1,1,1,5,5,1,5,1,3,1,5,5,5,4,4,2,4,1,2,4,3,4,3,4,2,4,3,3,1,5,2,1,4,18,0,3
3,2,3,2,2,1,2,3,2,4,2,2,1,3,3,3,3,3,3,3,1,5,1,5,1,5,1,3,4,2,3,5,2,5,1,5,3,3,2,3,2,3,5,1,4,1,2,2,4,5,39,0,13
1,5,1,5,1,5,1,3,2,5,4,4,3,3,1,1,4,4,2,4,5,3,1,1,1,1,4,1,1,3,5,2,2,3,2,5,2,2,2,3,5,2,5,2,4,1,4,2,4,5,14,0,3
1,5,2,3,1,5,2,5,2,4,3,3,4,4,3,3,5,2,3,3,1,5,3,3,5,3,4,5,4,2,3,3,5,4,5,4,3,1,3,4,5,1,3,1,3,3,5,4,3,3,39,1,3
1,1,2,5,4,2,1,5,1,4,5,3,5,5,4,5,3,4,4,5,4,1,1,5,2,5,4,2,4,3,4,1,5,2,4,1,5,1,3,5,5,3,5,4,5,1,4,5,4,4,62,0,3
1,2,2,4,4,2,1,4,2,4,2,4,4,4,2,4,4,4,2,2,2,2,1,5,2,5,2,4,4,4,2,1,5,2,4,1,5,1,5,5,4,2,4,2,4,1,4,1,4,3,31,0,13
3,2,3,4,4,4,2,2,3,3,2,2,4,3,4,3,4,4,4,3,4,4,1,4,2,4,3,4,4,4,4,4,4,2,4,2,3,3,3,3,2,2,4,1,4,2,4,2,4,4,24,0,4
4,5,1,5,1,2,1,5,1,5,4,5,2,3,4,2,4,4,4,3,2,4,3,1,2,5,3,2,5,4,4,5,4,3,2,5,5,4,4,5,5,4,5,2,5,1,5,5,2,5,26,1,4
1,5,5,5,1,5,1,5,1,5,5,5,5,1,1,1,1,1,1,5,1,5,1,5,1,5,1,5,5,1,5,5,5,1,1,5,5,1,1,1,3,1,5,1,5,1,1,4,5,5,22,0,3
2,2,4,3,4,4,3,4,2,2,4,2,4,4,3,4,4,2,3,3,3,4,3,4,2,4,2,4,4,3,3,4,4,3,4,4,4,3,4,3,2,3,3,4,3,3,4,2,3,3,40,1,3
2,1,3,3,3,2,3,5,1,3,2,2,3,2,3,2,1,1,1,1,4,4,1,4,2,3,2,4,3,3,2,2,3,3,4,1,3,2,3,3,3,3,2,2,3,1,3,1,3,4,29,0,4
3,2,3,2,4,1,3,4,2,3,5,1,5,1,5,5,5,4,5,5,4,4,2,4,3,5,2,3,5,4,2,4,3,5,3,3,4,4,3,3,3,4,3,3,3,3,3,2,5,3,35,1,3
5,1,5,1,5,1,5,1,5,1,5,3,5,1,4,5,5,5,5,5,2,5,1,4,2,4,2,5,4,5,4,5,3,3,3,4,5,3,3,4,5,1,5,1,5,1,5,3,5,5,45,1,3
3,2,4,3,5,3,5,3,5,3,3,3,4,3,3,1,5,1,3,3,5,4,4,5,1,5,3,3,5,3,4,4,4,3,5,5,5,1,3,5,3,3,3,5,3,1,5,5,5,2,22,0,3
1,4,1,5,2,5,1,5,1,5,5,2,5,1,2,4,3,3,3,5,1,4,1,5,2,5,2,4,5,4,3,5,5,3,1,3,3,3,1,4,4,2,5,2,2,1,4,2,5,3,24,1,3
2,4,3,4,4,3,3,4,3,4,2,4,4,3,3,3,2,3,3,3,2,4,1,5,2,4,2,4,4,4,4,4,5,2,2,4,4,4,3,3,4,4,4,2,4,2,4,3,4,4,23,0,4
4,3,4,2,4,1,5,3,3,2,3,3,2,3,2,2,4,4,2,3,3,5,1,5,1,2,1,3,4,4,2,2,4,2,3,4,4,3,3,4,2,1,4,1,3,2,4,3,4,4,37,0,3
2,1,3,3,4,1,1,4,2,4,5,3,5,3,1,2,4,3,5,3,1,5,3,5,1,5,1,4,5,5,3,3,5,4,1,2,4,3,3,3,3,2,5,1,4,5,4,4,5,4,17,1,1
2,2,2,4,1,2,1,5,1,5,4,4,2,3,4,5,5,5,5,3,1,4,1,4,1,5,2,3,5,1,2,2,2,4,3,4,2,3,1,3,4,2,4,4,5,1,4,2,3,4,19,0,4
3,1,5,1,5,1,5,4,5,4,1,5,1,5,1,3,1,1,3,1,1,5,1,5,1,5,1,5,5,5,2,5,3,5,2,5,3,2,3,2,4,1,3,2,3,2,5,4,5,3,26,0,13
1,5,1,5,1,5,1,5,1,5,4,2,4,1,2,2,4,3,4,4,2,1,3,3,3,3,5,4,3,3,1,4,5,4,1,5,4,5,3,3,4,3,5,3,3,1,4,3,3,1,17,1,3
3,2,3,2,4,3,2,3,3,2,4,3,4,3,2,3,3,2,3,3,2,2,1,3,3,4,2,4,3,4,5,2,4,2,5,1,5,1,5,5,3,4,4,3,5,1,4,3,4,5,31,1,8
1,5,1,5,1,1,1,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,3,5,1,5,1,5,5,5,5,5,5,5,5,1,5,1,5,5,4,4,5,1,3,1,5,5,5,5,25,1,4
1,5,2,4,1,5,1,5,1,5,5,2,5,3,5,5,4,4,5,2,4,4,1,4,2,5,2,2,4,4,4,1,5,1,5,1,5,2,5,5,2,3,4,3,5,1,5,4,5,5,27,0,4
2,3,1,5,3,4,2,5,2,5,5,1,5,2,5,4,4,4,5,4,3,2,1,2,4,3,4,3,4,4,5,1,5,2,5,1,5,1,4,5,4,3,4,3,4,3,4,3,5,3,36,0,3
1,2,2,5,1,3,1,3,3,5,4,2,5,1,5,5,5,5,5,5,4,3,4,5,3,5,3,5,5,5,2,3,4,4,1,4,3,5,2,2,3,4,4,3,3,3,2,2,5,4,31,0,4
1,4,3,2,3,2,2,4,2,4,4,3,3,3,2,4,4,4,4,2,4,3,4,3,4,5,3,2,3,5,3,2,3,2,4,4,3,3,2,3,3,3,5,4,5,1,4,1,4,5,36,0,13
2,4,2,5,5,2,1,3,5,5,3,4,3,1,3,4,3,3,2,5,4,1,4,3,5,2,5,3,3,3,3,5,1,4,3,5,3,3,2,3,5,3,5,3,5,1,4,4,5,5,30,1,3
1,5,3,5,2,1,1,4,2,4,4,4,5,1,1,2,4,3,2,4,1,5,2,5,4,3,1,3,5,3,4,1,5,2,1,1,3,3,4,3,4,2,5,1,4,1,5,4,5,5,19,0,3
2,3,4,4,2,2,2,4,3,5,1,4,4,5,2,2,4,3,2,2,2,3,1,3,3,4,2,3,2,4,2,2,5,3,1,4,3,2,2,4,3,2,3,2,3,2,4,2,5,4,15,0,11
2,2,4,4,5,2,2,4,4,2,3,3,4,3,1,2,2,1,2,3,1,4,1,4,4,2,2,3,5,4,3,2,4,2,3,4,5,3,4,4,4,4,4,2,4,2,4,2,4,3,31,0,4
3,5,4,4,2,2,2,4,4,4,1,4,5,4,1,3,3,3,3,3,1,4,1,4,2,5,2,4,4,4,5,4,5,4,4,3,5,3,5,4,5,1,5,1,5,1,5,2,5,5,45,0,6
1,1,4,2,5,4,1,5,5,5,5,3,5,2,5,5,5,5,5,2,4,4,1,4,2,5,2,3,4,4,2,4,5,4,1,5,5,2,1,4,4,4,4,2,3,2,2,5,4,2,31,0,13
3,5,3,3,2,4,4,3,4,4,4,4,4,3,2,4,3,3,3,2,3,3,1,3,3,5,3,3,4,4,3,2,4,3,3,3,5,2,3,4,4,1,5,1,3,1,3,3,5,3,22,0,3
2,3,3,4,2,2,2,3,2,5,5,1,5,4,4,4,3,3,4,4,3,3,1,3,2,4,2,3,3,4,4,5,3,3,1,5,2,4,2,4,5,2,4,1,4,2,5,3,5,4,22,1,3
3,5,3,1,3,3,1,3,4,5,4,5,3,3,1,2,4,3,5,3,5,2,1,5,2,5,4,5,5,5,4,3,5,5,3,3,3,3,3,4,5,1,5,5,5,1,5,4,4,5,23,0,3
5,1,5,2,5,3,5,2,5,4,5,5,4,3,5,5,4,4,4,3,3,4,4,4,3,5,3,4,5,4,3,4,4,4,1,5,3,4,3,3,5,3,3,3,3,3,3,3,2,4,22,0,3
4,2,4,1,5,1,2,5,5,1,2,4,4,4,5,2,3,2,4,2,3,5,4,5,1,3,1,1,5,5,4,1,5,2,4,3,2,2,2,5,4,1,5,1,5,1,5,4,5,5,27,1,4
1,3,3,4,3,2,3,4,2,3,3,5,4,3,4,2,3,2,2,2,2,2,2,4,2,4,2,3,4,5,3,2,3,3,2,2,2,3,2,3,4,1,3,2,3,2,4,3,5,4,25,0,3
3,3,3,5,3,4,4,5,4,4,2,3,5,4,3,3,4,3,3,3,5,4,1,5,2,1,3,4,4,5,4,2,2,3,3,2,5,2,3,2,3,4,5,4,5,1,3,4,2,5,36,0,4
3,2,2,3,5,1,1,3,2,3,5,2,5,1,5,5,3,5,5,5,2,4,2,4,3,3,3,4,4,5,5,3,3,4,3,2,5,4,3,3,5,5,5,3,5,1,3,1,5,5,61,0,3
1,4,4,5,4,2,1,5,1,4,5,3,5,3,4,2,5,1,4,3,2,4,3,4,3,3,1,4,4,3,4,2,4,2,4,3,5,2,5,4,4,2,5,2,4,2,4,5,2,4,21,1,4
5,1,5,1,5,1,5,2,5,2,2,4,3,4,1,1,1,1,1,1,1,5,1,5,1,5,1,4,4,5,4,4,3,1,1,5,2,3,3,5,3,3,4,2,5,1,5,2,4,5,37,0,3
1,3,1,1,5,1,1,1,5,5,5,5,5,1,1,1,5,5,1,5,5,3,5,5,1,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,5,1,5,1,5,1,5,5,5,5,19,0,3
4,2,3,4,4,2,3,4,3,3,3,4,4,2,3,4,3,3,3,4,1,5,1,5,1,5,2,4,5,4,3,4,4,3,3,4,3,3,3,3,3,2,5,3,3,2,4,3,4,4,48,1,3
3,3,4,3,3,2,3,3,4,5,4,3,5,3,4,5,4,3,3,2,2,3,2,4,3,5,2,4,3,3,3,3,4,2,3,3,4,3,4,3,2,2,4,1,4,1,3,2,4,4,25,1,3
3,2,4,4,4,4,3,4,4,3,5,3,3,2,2,2,2,2,2,2,4,3,2,4,2,5,2,5,5,5,3,3,3,3,3,4,3,3,5,5,3,3,2,3,3,2,5,3,3,4,22,1,13
1,5,1,5,1,5,1,5,1,5,5,2,4,2,5,4,5,5,4,4,2,1,3,3,4,5,5,1,4,1,1,5,4,5,1,5,5,3,3,1,3,1,5,1,3,1,5,5,5,4,38,1,1
5,3,4,2,4,4,3,4,4,4,5,3,3,5,4,2,4,4,3,2,4,2,2,4,4,4,4,4,4,5,3,4,5,1,4,5,5,3,4,5,3,1,4,2,5,1,5,4,4,5,24,0,13
2,5,1,4,3,4,2,2,4,4,3,3,4,3,3,2,3,2,5,2,3,2,3,3,2,5,4,4,3,5,4,1,5,1,4,4,5,3,4,3,2,1,5,1,2,1,5,1,2,2,20,0,4
1,4,3,5,3,4,2,2,2,5,4,2,5,1,4,4,5,5,3,5,4,3,1,5,1,4,1,3,5,5,2,5,5,5,3,5,4,3,2,3,5,2,5,1,4,1,5,3,3,5,51,1,5
4,3,4,4,4,4,3,2,4,5,3,4,5,3,4,4,2,4,2,4,4,4,1,4,2,4,3,3,4,4,4,5,3,4,3,5,2,3,3,3,1,4,4,4,3,2,4,2,4,3,21,0,4
1,1,1,5,1,5,1,2,1,5,2,3,4,5,4,4,5,4,4,5,4,2,3,4,3,5,4,2,3,3,3,3,2,5,2,4,4,4,1,4,4,2,4,2,3,1,4,4,5,4,20,0,1
3,4,3,4,2,3,2,4,2,4,1,4,3,4,2,2,2,2,4,2,3,2,2,3,3,3,4,3,3,3,4,3,3,2,2,2,3,4,2,3,5,1,4,1,5,1,5,4,5,5,58,0,3
4,1,5,2,5,1,4,2,5,1,3,5,3,4,2,2,1,1,1,1,1,5,1,5,1,4,1,5,5,5,5,5,3,3,3,3,3,1,3,4,5,1,4,1,4,1,5,1,5,4,46,1,11
1,4,4,3,4,2,1,4,2,5,5,3,4,4,4,5,1,1,2,2,2,5,1,4,2,5,2,3,5,1,4,2,5,2,2,2,2,2,3,4,3,1,5,5,3,1,4,1,2,4,17,1,5
2,5,4,4,5,5,4,5,1,5,5,3,5,3,4,4,1,1,1,4,1,5,1,5,2,5,1,4,5,5,3,5,3,4,1,2,2,2,2,4,2,5,4,2,2,2,4,1,5,2,31,1,3
5,1,5,3,4,1,3,4,4,5,3,3,5,3,2,2,2,2,2,2,3,3,1,4,2,5,5,4,5,5,4,2,5,1,4,4,5,3,5,5,4,2,4,2,4,1,3,1,4,5,22,1,13
3,3,4,5,3,4,2,4,3,5,2,4,2,2,2,2,4,4,1,4,2,4,1,5,3,4,3,3,4,3,2,2,4,2,3,3,2,3,3,4,2,3,4,3,3,2,3,2,4,4,24,0,4
4,1,5,3,5,4,5,1,5,3,2,4,5,4,4,4,4,4,5,1,1,4,2,5,1,5,2,4,5,5,5,1,5,1,3,2,5,1,5,5,4,1,5,1,4,1,5,4,4,5,26,0,4
3,4,3,3,4,2,3,4,3,4,4,4,4,3,3,3,4,4,3,3,4,3,3,4,2,4,2,4,4,4,3,3,4,3,3,2,3,4,3,4,5,2,5,2,5,1,5,3,3,5,25,0,3
3,4,3,3,1,4,1,5,1,1,5,2,5,5,4,5,2,5,5,5,5,3,1,4,2,5,4,4,5,4,4,5,5,5,3,5,1,2,3,4,2,3,5,4,4,5,4,3,3,3,24,1,13
4,4,3,3,3,4,4,5,4,4,4,2,4,3,3,5,4,4,4,5,5,4,2,4,2,5,2,5,5,4,3,2,2,4,2,5,4,5,3,5,4,3,4,2,3,3,4,2,4,5,27,1,4
4,2,4,3,4,2,4,3,4,3,2,3,2,3,2,3,3,3,2,3,2,4,1,4,2,3,1,4,1,4,4,2,4,2,3,1,3,3,4,4,5,2,5,2,5,1,4,3,3,4,30,1,4
2,5,1,5,5,5,1,5,3,4,1,2,5,5,5,5,2,3,4,5,2,1,1,5,4,5,5,3,5,5,1,3,5,1,3,5,1,3,1,5,1,5,5,1,4,1,5,1,4,4,27,0,5
1,5,2,5,2,4,1,5,1,5,5,1,5,1,4,4,4,3,5,5,1,5,1,5,1,5,1,4,4,3,3,3,5,5,1,3,5,4,1,4,4,1,4,1,3,1,4,4,5,5,24,0,3
2,4,3,4,1,4,1,5,1,5,3,4,5,2,4,4,2,2,3,2,2,5,1,5,1,4,2,3,4,4,4,1,4,4,2,3,4,2,2,5,4,1,4,1,4,4,5,4,4,3,20,1,13
1,3,2,3,3,2,2,5,2,5,4,2,3,3,3,3,3,3,4,4,5,5,3,4,4,4,1,4,4,5,4,2,5,2,3,4,3,3,3,4,5,1,5,1,3,1,4,5,4,3,61,1,3
1,5,1,5,2,5,1,5,1,5,4,2,5,2,5,4,3,2,5,3,3,3,2,4,4,4,4,5,5,2,5,4,4,4,2,4,1,1,5,3,4,1,4,1,5,1,5,4,5,4,26,0,11
3,1,5,3,3,3,3,5,1,3,5,1,5,3,5,5,5,5,5,3,5,5,1,3,3,5,3,3,3,5,5,5,5,5,3,3,5,3,5,3,3,3,5,3,3,3,3,3,5,3,24,1,4
3,4,3,4,4,2,4,3,3,2,2,4,4,4,3,3,2,2,3,2,3,4,2,4,2,4,2,3,4,4,3,2,4,2,4,2,3,3,4,2,3,3,4,3,3,3,3,3,4,3,22,1,4
3,1,3,2,5,1,4,3,4,2,2,3,2,4,2,2,3,1,2,1,1,5,1,4,4,4,1,4,4,4,2,5,3,4,1,5,5,4,2,3,4,2,5,1,5,1,4,4,5,5,46,1,3
4,1,4,2,1,1,3,5,3,5,2,3,3,3,1,4,4,4,1,2,5,4,1,5,1,5,3,5,3,5,1,1,5,1,3,3,4,2,1,5,1,2,3,2,4,1,5,1,5,4,22,1,13
1,4,3,4,3,4,1,5,2,5,4,2,4,4,3,3,2,2,4,4,3,4,1,4,3,4,3,3,4,3,2,2,3,2,2,1,3,3,3,3,4,5,4,4,1,2,2,4,4,2,27,0,3
2,1,2,3,3,1,1,5,1,4,5,1,5,1,4,5,5,5,5,5,1,5,1,3,2,4,1,4,3,1,5,1,5,5,3,3,5,3,4,3,5,3,5,1,5,1,5,5,5,5,15,1,3
4,1,4,3,3,2,2,4,2,5,2,4,3,3,3,2,2,2,3,3,4,3,1,4,3,4,3,5,4,4,3,3,3,3,4,2,1,2,3,3,3,2,4,3,3,2,4,2,3,3,32,1,5
3,4,2,3,2,4,1,5,2,5,3,2,3,2,2,2,5,5,4,4,1,4,1,5,1,5,2,4,5,5,4,3,3,2,3,2,5,3,5,3,5,1,5,1,3,1,5,4,5,4,25,0,3
2,4,2,4,4,2,2,4,3,3,2,3,2,4,4,4,4,2,3,1,2,3,1,5,3,5,4,5,4,3,2,4,3,4,1,5,3,4,1,2,2,3,4,4,3,3,4,2,4,4,17,1,5
1,5,5,5,3,5,3,5,1,5,5,5,5,1,5,5,5,5,5,3,3,5,1,5,3,5,3,5,4,4,5,5,5,3,1,5,4,3,4,3,5,2,5,3,5,1,5,4,5,4,23,1,13
1,5,2,5,2,4,1,1,2,5,4,3,4,3,5,5,5,5,5,3,5,2,1,4,4,5,3,3,4,2,5,1,4,1,3,1,1,2,5,4,2,2,4,2,4,1,3,1,5,4,24,0,4
3,3,3,1,4,1,5,3,5,3,1,3,4,2,1,1,2,1,1,3,1,3,1,5,2,5,1,4,5,5,4,1,5,1,4,1,5,1,1,5,4,1,3,1,5,1,4,2,5,5,63,1,3
1,5,2,5,2,4,1,5,2,5,2,3,4,5,1,2,1,1,1,1,2,5,1,5,4,2,1,5,5,4,4,2,5,3,2,2,4,4,1,5,4,1,5,1,3,1,5,4,5,4,17,1,4
2,5,2,4,2,4,3,5,2,5,4,3,4,3,4,4,4,3,4,3,4,3,3,3,2,3,4,3,4,2,3,4,3,4,1,5,4,3,4,3,4,4,5,4,3,1,3,4,3,4,19,1,4
4,2,5,2,4,2,4,3,4,3,4,2,4,4,1,4,4,4,4,2,3,3,4,3,3,3,3,2,1,4,5,1,4,2,5,1,4,2,3,5,4,1,5,1,5,1,5,2,5,5,38,0,3
3,1,5,2,5,2,2,3,5,3,5,4,5,3,5,4,5,3,1,3,5,4,3,5,2,5,2,5,5,5,2,2,5,2,3,5,3,3,4,3,2,1,5,1,5,5,5,2,2,5,23,0,11
2,2,3,4,2,5,3,5,3,5,5,5,5,3,5,5,5,5,3,3,4,3,3,4,1,4,2,2,4,4,3,1,5,4,1,4,2,4,1,4,2,2,4,2,3,1,5,2,4,4,19,0,11
4,2,5,2,4,1,3,2,4,2,4,4,4,1,2,2,2,2,2,1,2,4,2,4,2,4,1,5,5,4,5,1,4,1,3,1,5,1,5,5,3,2,4,4,4,1,4,2,3,4,19,1,3
4,1,5,2,5,1,5,4,5,1,5,1,5,1,2,4,2,1,4,2,1,5,1,5,5,5,1,5,5,5,4,3,3,3,2,3,5,2,2,4,4,2,5,1,5,1,4,3,5,5,36,0,13
3,2,5,2,4,3,2,5,4,3,2,4,3,3,4,2,3,2,2,2,3,4,2,2,1,2,1,3,2,3,4,1,4,2,4,2,4,3,5,4,2,1,4,2,4,1,5,2,4,4,25,0,4
2,5,3,5,3,4,1,2,3,5,4,3,5,3,4,4,3,2,4,4,2,4,1,3,2,5,2,2,3,3,3,3,2,3,3,4,4,3,2,4,3,4,4,1,3,3,2,2,3,3,19,0,1
3,4,3,3,3,1,4,4,4,5,2,4,4,1,1,1,5,2,1,1,1,4,1,5,1,5,1,5,5,5,3,2,4,1,3,1,5,3,5,5,3,1,3,1,5,1,5,1,1,4,27,1,13
4,4,4,3,4,2,4,5,3,5,4,4,5,2,2,2,5,5,4,5,2,5,2,4,2,3,2,5,4,5,4,2,5,2,4,3,5,2,5,5,4,2,4,1,4,1,5,2,5,4,26,1,4
3,1,4,4,4,1,1,5,3,5,5,2,5,1,5,5,5,5,4,4,5,3,1,5,1,3,3,3,4,3,2,1,5,2,4,1,5,3,3,4,2,2,5,2,3,1,4,1,4,3,24,1,4
