"cust_id","recency","history_segment","history","mens","womens","zip_code","newbie","channel","segment","treatment","visit","conversion","spend"
18955,12,"2) $100 - $200",137.31,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0
18956,11,"2) $100 - $200",195.89,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0
18958,4,"2) $100 - $200",175.33,0,1,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
18960,7,"1) $0 - $100",96.16,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
18962,9,"5) $500 - $750",557.71,1,1,"Urban",1,"Phone","Mens E-Mail",1,1,0,0
18964,1,"1) $0 - $100",73.38,0,1,"Urban",1,"Phone","Mens E-Mail",1,1,0,0
18966,3,"2) $100 - $200",191.86,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
18967,8,"1) $0 - $100",29.99,1,0,"Rural",0,"Web","Mens E-Mail",1,0,0,0
18968,9,"1) $0 - $100",86.75,0,1,"Surburban",0,"Web","Mens E-Mail",1,0,0,0
18969,4,"4) $350 - $500",471.94,0,1,"Rural",0,"Multichannel","Mens E-Mail",1,1,0,0
18970,1,"5) $500 - $750",651.89,1,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
18972,8,"2) $100 - $200",153.34,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
18974,6,"4) $350 - $500",465.27,1,1,"Urban",0,"Multichannel","No E-Mail",0,0,0,0
18975,7,"2) $100 - $200",152.56,0,1,"Rural",0,"Phone","No E-Mail",0,1,0,0
18978,10,"1) $0 - $100",45.03,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
18979,6,"1) $0 - $100",29.99,1,0,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
18980,9,"3) $200 - $350",232,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
18981,1,"2) $100 - $200",102.64,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
18982,6,"1) $0 - $100",29.99,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0
18984,1,"1) $0 - $100",29.99,0,1,"Urban",1,"Web","Mens E-Mail",1,1,0,0
18986,10,"3) $200 - $350",312.81,1,0,"Surburban",0,"Web","Mens E-Mail",1,0,0,0
18987,10,"4) $350 - $500",374.12,1,0,"Urban",1,"Web","Mens E-Mail",1,1,0,0
18988,1,"2) $100 - $200",132.62,1,0,"Rural",0,"Web","No E-Mail",0,0,0,0
18990,2,"1) $0 - $100",78.33,1,0,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
18991,5,"3) $200 - $350",290.08,1,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
18992,3,"4) $350 - $500",402.39,1,1,"Surburban",0,"Phone","Mens E-Mail",1,1,0,0
18993,3,"4) $350 - $500",418.36,1,0,"Surburban",0,"Web","Mens E-Mail",1,0,0,0
18994,1,"2) $100 - $200",118.95,0,1,"Urban",0,"Phone","Mens E-Mail",1,1,0,0
18995,10,"1) $0 - $100",52.6,0,1,"Rural",1,"Phone","Mens E-Mail",1,0,0,0
18996,10,"1) $0 - $100",29.99,1,0,"Rural",1,"Web","No E-Mail",0,0,0,0
18997,6,"1) $0 - $100",29.99,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0
18998,5,"3) $200 - $350",253.31,1,1,"Rural",0,"Phone","Mens E-Mail",1,0,0,0
18999,10,"1) $0 - $100",29.99,0,1,"Surburban",0,"Phone","Mens E-Mail",1,0,0,0
19000,8,"2) $100 - $200",133.1,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
19002,3,"2) $100 - $200",137.75,1,0,"Urban",0,"Web","Mens E-Mail",1,0,0,0
19003,4,"1) $0 - $100",53.01,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
19006,4,"3) $200 - $350",202.89,0,1,"Urban",0,"Web","Mens E-Mail",1,0,0,0
19007,2,"1) $0 - $100",85.11,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
19008,12,"1) $0 - $100",29.99,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0
19010,8,"1) $0 - $100",29.99,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
19011,7,"5) $500 - $750",712.62,1,1,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
19012,2,"2) $100 - $200",122.77,0,1,"Rural",1,"Web","No E-Mail",0,0,0,0
19013,9,"1) $0 - $100",89.76,1,0,"Urban",1,"Web","Mens E-Mail",1,0,0,0
19015,12,"2) $100 - $200",133.7,0,1,"Urban",1,"Web","Mens E-Mail",1,0,0,0
19016,6,"2) $100 - $200",112.34,1,0,"Rural",1,"Web","No E-Mail",0,0,0,0
19017,4,"4) $350 - $500",356.43,1,0,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
19018,12,"1) $0 - $100",29.99,0,1,"Rural",0,"Phone","No E-Mail",0,1,0,0
19020,4,"1) $0 - $100",87.18,1,0,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
19022,9,"1) $0 - $100",35.54,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
19023,9,"3) $200 - $350",348.63,1,1,"Surburban",0,"Multichannel","No E-Mail",0,0,0,0
19024,4,"3) $200 - $350",233.74,1,0,"Urban",0,"Web","Mens E-Mail",1,0,0,0
19025,4,"1) $0 - $100",29.99,0,1,"Surburban",0,"Phone","Mens E-Mail",1,0,0,0
19026,7,"1) $0 - $100",44.97,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
19028,11,"4) $350 - $500",371.86,0,1,"Rural",0,"Phone","No E-Mail",0,0,0,0
19029,11,"1) $0 - $100",29.99,0,1,"Surburban",0,"Phone","Mens E-Mail",1,0,0,0
19030,2,"3) $200 - $350",214.86,1,0,"Rural",1,"Phone","Mens E-Mail",1,1,0,0
19031,5,"2) $100 - $200",141.34,0,1,"Rural",0,"Web","No E-Mail",0,0,0,0
19032,5,"1) $0 - $100",36.21,1,0,"Rural",1,"Phone","Mens E-Mail",1,0,0,0
19033,4,"2) $100 - $200",181.81,1,0,"Rural",1,"Phone","No E-Mail",0,0,0,0
19034,1,"3) $200 - $350",313.93,0,1,"Surburban",0,"Multichannel","Mens E-Mail",1,0,0,0
19035,12,"1) $0 - $100",86.72,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0
19037,5,"4) $350 - $500",474.93,1,0,"Surburban",0,"Multichannel","Mens E-Mail",1,0,0,0
19039,8,"1) $0 - $100",68.29,1,0,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
19040,7,"1) $0 - $100",29.99,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0
19041,1,"2) $100 - $200",177.92,1,0,"Rural",0,"Web","Mens E-Mail",1,0,0,0
19042,6,"1) $0 - $100",31.15,1,0,"Surburban",0,"Web","Mens E-Mail",1,0,0,0
19043,9,"3) $200 - $350",309.76,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0
19044,9,"4) $350 - $500",379.92,0,1,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
19046,2,"2) $100 - $200",125.14,1,0,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
19048,10,"1) $0 - $100",86.01,1,0,"Urban",0,"Phone","No E-Mail",0,1,0,0
19049,3,"3) $200 - $350",230.71,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
19050,1,"3) $200 - $350",235.5,1,0,"Urban",1,"Web","Mens E-Mail",1,0,0,0
19052,9,"3) $200 - $350",248.06,0,1,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
19054,5,"2) $100 - $200",196.4,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
19055,10,"1) $0 - $100",62.36,0,1,"Rural",1,"Web","No E-Mail",0,0,0,0
19056,1,"4) $350 - $500",481.43,1,0,"Rural",0,"Web","Mens E-Mail",1,0,0,0
19057,4,"2) $100 - $200",170.68,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
19059,11,"2) $100 - $200",124.2,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
19061,2,"5) $500 - $750",667.86,1,0,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
19063,2,"2) $100 - $200",168.81,0,1,"Surburban",0,"Web","Mens E-Mail",1,1,0,0
19064,5,"2) $100 - $200",181.83,0,1,"Surburban",0,"Phone","Mens E-Mail",1,0,0,0
19067,8,"3) $200 - $350",215.5,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
19068,5,"1) $0 - $100",81.97,0,1,"Surburban",0,"Web","Mens E-Mail",1,0,0,0
19070,11,"1) $0 - $100",97.25,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0
19071,3,"3) $200 - $350",275.18,1,0,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
19073,3,"2) $100 - $200",147.08,1,0,"Urban",0,"Web","Mens E-Mail",1,1,0,0
19074,10,"2) $100 - $200",118.86,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
19076,2,"5) $500 - $750",560.66,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0
19077,2,"1) $0 - $100",29.99,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
19078,10,"3) $200 - $350",315.22,1,1,"Urban",0,"Web","No E-Mail",0,0,0,0
19079,7,"4) $350 - $500",399.94,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
19080,1,"1) $0 - $100",37.62,0,1,"Urban",1,"Web","No E-Mail",0,1,0,0
19081,9,"2) $100 - $200",172.77,1,0,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
19082,2,"7) $1,000 +",1188.38,0,1,"Surburban",1,"Multichannel","Mens E-Mail",1,0,0,0
19083,4,"3) $200 - $350",319.52,0,1,"Surburban",0,"Multichannel","Mens E-Mail",1,0,0,0
19084,3,"2) $100 - $200",135.91,0,1,"Rural",1,"Phone","No E-Mail",0,0,0,0
19086,8,"3) $200 - $350",256.33,0,1,"Surburban",0,"Multichannel","Mens E-Mail",1,0,0,0
19087,6,"1) $0 - $100",81.12,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0
19088,9,"6) $750 - $1,000",871.17,1,1,"Rural",1,"Phone","Mens E-Mail",1,0,0,0
19089,10,"3) $200 - $350",293.16,1,1,"Urban",0,"Web","Mens E-Mail",1,0,0,0
19091,8,"3) $200 - $350",254.94,1,1,"Rural",1,"Web","No E-Mail",0,0,0,0
19093,10,"2) $100 - $200",138.69,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
19094,9,"1) $0 - $100",87.62,0,1,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
19095,9,"3) $200 - $350",301.71,1,0,"Rural",0,"Phone","Mens E-Mail",1,0,0,0
19096,10,"2) $100 - $200",131.21,1,0,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
19097,8,"1) $0 - $100",62.51,1,0,"Urban",0,"Phone","Mens E-Mail",1,0,0,0
19098,10,"2) $100 - $200",132.95,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
19099,7,"3) $200 - $350",244.84,1,1,"Urban",1,"Multichannel","No E-Mail",0,0,0,0
19100,2,"1) $0 - $100",29.99,1,0,"Surburban",1,"Web","Mens E-Mail",1,1,0,0
19101,4,"1) $0 - $100",29.99,0,1,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
19102,3,"3) $200 - $350",267.38,1,1,"Rural",0,"Web","Mens E-Mail",1,1,0,0
19104,2,"1) $0 - $100",78.65,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0
19105,5,"3) $200 - $350",276.6,0,1,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
19106,10,"1) $0 - $100",48.36,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
19107,9,"2) $100 - $200",116.02,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0
19108,4,"1) $0 - $100",29.99,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
19110,1,"1) $0 - $100",46.71,1,0,"Surburban",1,"Phone","Mens E-Mail",1,1,0,0
19111,5,"1) $0 - $100",81.27,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
19112,5,"2) $100 - $200",137.59,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
19113,9,"3) $200 - $350",213.68,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
19114,5,"1) $0 - $100",47.75,1,0,"Surburban",1,"Web","Mens E-Mail",1,1,0,0
19117,3,"1) $0 - $100",31.07,0,1,"Surburban",0,"Web","Mens E-Mail",1,0,0,0
19118,7,"1) $0 - $100",33.99,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
19119,10,"1) $0 - $100",44.14,1,0,"Rural",0,"Phone","No E-Mail",0,0,0,0
19120,4,"1) $0 - $100",29.99,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
19121,9,"5) $500 - $750",560.45,1,1,"Surburban",1,"Multichannel","Mens E-Mail",1,1,0,0
19122,9,"1) $0 - $100",29.99,0,1,"Rural",0,"Web","No E-Mail",0,0,0,0
19124,9,"2) $100 - $200",127.99,1,0,"Rural",0,"Phone","No E-Mail",0,1,0,0
19125,1,"1) $0 - $100",29.99,0,1,"Surburban",0,"Phone","Mens E-Mail",1,0,0,0
19126,12,"1) $0 - $100",55.69,1,0,"Rural",1,"Phone","No E-Mail",0,0,0,0
19128,7,"1) $0 - $100",29.99,1,0,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
19130,5,"1) $0 - $100",87.23,0,1,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
19132,5,"1) $0 - $100",43.06,1,0,"Surburban",0,"Phone","Mens E-Mail",1,0,0,0
19133,4,"1) $0 - $100",37.68,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
19134,6,"2) $100 - $200",118.76,0,1,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
19135,10,"1) $0 - $100",67.09,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
19137,7,"5) $500 - $750",550.1,1,1,"Urban",1,"Multichannel","Mens E-Mail",1,0,0,0
19138,10,"2) $100 - $200",169.32,0,1,"Rural",0,"Phone","Mens E-Mail",1,1,0,0
19139,12,"1) $0 - $100",49.88,0,1,"Rural",1,"Phone","No E-Mail",0,0,0,0
19140,4,"5) $500 - $750",522.3,1,1,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
19141,3,"2) $100 - $200",164.87,1,0,"Urban",0,"Phone","Mens E-Mail",1,0,0,0
19142,3,"3) $200 - $350",232.39,1,1,"Surburban",0,"Multichannel","No E-Mail",0,0,0,0
19143,5,"5) $500 - $750",659.21,0,1,"Urban",1,"Multichannel","Mens E-Mail",1,0,0,0
19144,11,"1) $0 - $100",29.99,0,1,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
19146,4,"1) $0 - $100",41.64,0,1,"Surburban",0,"Phone","Mens E-Mail",1,0,0,0
19148,4,"1) $0 - $100",60.65,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
19149,9,"4) $350 - $500",476.26,1,0,"Surburban",0,"Multichannel","No E-Mail",0,0,0,0
19150,11,"2) $100 - $200",174.44,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
19151,3,"4) $350 - $500",435.82,0,1,"Urban",0,"Phone","Mens E-Mail",1,0,0,0
19152,10,"1) $0 - $100",71.68,0,1,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
19154,6,"6) $750 - $1,000",786.79,1,0,"Surburban",1,"Multichannel","Mens E-Mail",1,0,0,0
19155,2,"2) $100 - $200",167.25,0,1,"Surburban",0,"Phone","Mens E-Mail",1,1,0,0
19156,7,"3) $200 - $350",317.61,0,1,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
19157,3,"1) $0 - $100",29.99,0,1,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
19158,4,"2) $100 - $200",147.05,0,1,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
19159,12,"2) $100 - $200",150.4,0,1,"Rural",0,"Web","No E-Mail",0,1,0,0
19160,9,"1) $0 - $100",29.99,1,0,"Rural",1,"Phone","No E-Mail",0,0,0,0
19161,3,"3) $200 - $350",210.66,1,0,"Urban",0,"Web","Mens E-Mail",1,0,0,0
19162,10,"2) $100 - $200",134.33,1,0,"Rural",0,"Web","No E-Mail",0,0,0,0
19163,2,"3) $200 - $350",279.73,0,1,"Surburban",0,"Phone","Mens E-Mail",1,0,0,0
19165,3,"5) $500 - $750",605.8,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0
19166,9,"2) $100 - $200",112.19,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0
19167,10,"2) $100 - $200",121.19,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0
19168,8,"1) $0 - $100",73.23,1,0,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
19169,5,"1) $0 - $100",77.45,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
19170,11,"4) $350 - $500",454.92,1,0,"Rural",0,"Phone","Mens E-Mail",1,1,0,0
19171,1,"6) $750 - $1,000",763.04,1,1,"Surburban",1,"Phone","Mens E-Mail",1,1,0,0
19172,2,"4) $350 - $500",395.96,1,0,"Surburban",0,"Multichannel","Mens E-Mail",1,0,0,0
19173,6,"2) $100 - $200",182.09,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
19174,10,"2) $100 - $200",161.65,1,0,"Urban",0,"Phone","No E-Mail",0,1,0,0
19175,1,"6) $750 - $1,000",852.39,1,0,"Surburban",1,"Multichannel","Mens E-Mail",1,0,0,0
19176,9,"1) $0 - $100",29.99,0,1,"Surburban",0,"Web","Mens E-Mail",1,0,0,0
19177,4,"3) $200 - $350",230.2,0,1,"Urban",0,"Phone","Mens E-Mail",1,0,0,0
19178,2,"3) $200 - $350",334.2,0,1,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
19179,9,"1) $0 - $100",74.59,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
19180,10,"3) $200 - $350",216.58,0,1,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
19181,3,"3) $200 - $350",310.39,1,1,"Surburban",0,"Phone","Mens E-Mail",1,0,0,0
19183,4,"2) $100 - $200",117.11,0,1,"Surburban",0,"Web","Mens E-Mail",1,0,0,0
19184,4,"1) $0 - $100",29.99,1,0,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
19185,7,"1) $0 - $100",47.16,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0
19186,5,"1) $0 - $100",39.98,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
19187,3,"7) $1,000 +",1199.84,0,1,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
19188,11,"1) $0 - $100",29.99,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
19189,10,"1) $0 - $100",64.1,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0
19190,3,"3) $200 - $350",248.11,1,0,"Urban",1,"Multichannel","No E-Mail",0,0,0,0
19191,4,"2) $100 - $200",109.54,0,1,"Urban",0,"Phone","Mens E-Mail",1,0,0,0
19192,5,"1) $0 - $100",29.99,1,0,"Urban",1,"Web","No E-Mail",0,1,0,0
19193,9,"1) $0 - $100",79.4,1,0,"Rural",1,"Web","No E-Mail",0,0,0,0
19196,9,"3) $200 - $350",219.47,1,1,"Surburban",0,"Phone","Mens E-Mail",1,0,0,0
19197,8,"3) $200 - $350",240.74,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
19200,1,"1) $0 - $100",29.99,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0
19201,2,"7) $1,000 +",1191.77,1,0,"Rural",1,"Multichannel","Mens E-Mail",1,0,0,0
19203,9,"1) $0 - $100",53.86,0,1,"Surburban",0,"Phone","Mens E-Mail",1,0,0,0
19204,3,"4) $350 - $500",401.21,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
19205,7,"3) $200 - $350",336.96,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0
19206,3,"2) $100 - $200",132.28,1,0,"Surburban",0,"Web","Mens E-Mail",1,0,0,0
19207,5,"1) $0 - $100",52.19,0,1,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
19208,10,"1) $0 - $100",58.29,0,1,"Rural",0,"Web","No E-Mail",0,0,0,0
19209,5,"1) $0 - $100",29.99,1,0,"Surburban",0,"Phone","Mens E-Mail",1,1,0,0
19210,5,"2) $100 - $200",142.56,0,1,"Surburban",0,"Phone","Mens E-Mail",1,0,0,0
19211,11,"1) $0 - $100",45.57,1,0,"Surburban",0,"Phone","Mens E-Mail",1,1,0,0
19212,7,"2) $100 - $200",151.09,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
19213,8,"1) $0 - $100",95.62,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
19214,2,"1) $0 - $100",29.99,0,1,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
19215,2,"1) $0 - $100",91.31,1,0,"Urban",1,"Web","Mens E-Mail",1,0,0,0
19217,10,"1) $0 - $100",29.99,1,0,"Rural",1,"Phone","Mens E-Mail",1,1,0,0
19218,10,"1) $0 - $100",76.22,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0
19219,5,"4) $350 - $500",361.85,0,1,"Rural",0,"Phone","Mens E-Mail",1,0,0,0
19220,10,"3) $200 - $350",214.1,1,0,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
19221,6,"1) $0 - $100",39.85,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0
19224,7,"3) $200 - $350",314.58,0,1,"Urban",0,"Multichannel","Mens E-Mail",1,0,0,0
19227,4,"2) $100 - $200",109.45,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0
19229,1,"2) $100 - $200",132.35,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
19231,3,"5) $500 - $750",709.17,1,1,"Surburban",1,"Multichannel","Mens E-Mail",1,1,0,0
19232,6,"1) $0 - $100",55.19,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0
19233,12,"1) $0 - $100",59.26,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
19235,6,"2) $100 - $200",112.79,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0
19236,5,"1) $0 - $100",81.1,0,1,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
19237,9,"1) $0 - $100",80.3,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0
19238,7,"1) $0 - $100",29.99,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
19239,10,"3) $200 - $350",299.94,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0
19240,1,"2) $100 - $200",138.77,0,1,"Rural",1,"Web","Mens E-Mail",1,1,0,0
19241,5,"1) $0 - $100",57.59,1,0,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
19242,2,"1) $0 - $100",61.43,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0
19243,3,"6) $750 - $1,000",858.45,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
19244,1,"1) $0 - $100",81.76,1,0,"Rural",0,"Web","No E-Mail",0,1,0,0
19245,2,"2) $100 - $200",139.23,1,0,"Rural",0,"Web","Mens E-Mail",1,0,0,0
19247,1,"1) $0 - $100",29.99,1,0,"Surburban",0,"Web","Mens E-Mail",1,0,0,0
19248,10,"2) $100 - $200",118.64,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
19249,3,"1) $0 - $100",92.46,0,1,"Urban",0,"Phone","Mens E-Mail",1,0,0,0
19250,8,"1) $0 - $100",29.99,1,0,"Urban",0,"Phone","Mens E-Mail",1,0,0,0
19251,2,"2) $100 - $200",155.85,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0
19252,10,"2) $100 - $200",184.58,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
19253,9,"3) $200 - $350",203.29,1,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
19255,1,"1) $0 - $100",41.38,0,1,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
19258,1,"3) $200 - $350",240.96,0,1,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
19259,3,"3) $200 - $350",238.94,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0
19261,9,"1) $0 - $100",29.99,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
19262,3,"1) $0 - $100",64.66,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
19263,9,"3) $200 - $350",303.44,0,1,"Rural",0,"Web","Mens E-Mail",1,0,0,0
19264,5,"1) $0 - $100",98.67,1,0,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
19265,4,"2) $100 - $200",196.16,1,0,"Surburban",0,"Phone","Mens E-Mail",1,0,0,0
19266,4,"2) $100 - $200",100.45,1,0,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
19267,4,"5) $500 - $750",661.71,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0
19269,3,"1) $0 - $100",30.11,1,0,"Urban",0,"Web","Mens E-Mail",1,0,0,0
19271,2,"4) $350 - $500",443.34,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0
19272,8,"1) $0 - $100",95.11,0,1,"Surburban",0,"Web","Mens E-Mail",1,1,0,0
19273,10,"1) $0 - $100",99.96,1,0,"Rural",1,"Web","No E-Mail",0,0,0,0
19274,9,"5) $500 - $750",523.7,1,0,"Surburban",1,"Multichannel","Mens E-Mail",1,0,0,0
19275,5,"1) $0 - $100",59.78,0,1,"Surburban",0,"Web","Mens E-Mail",1,0,0,0
19276,4,"3) $200 - $350",237.38,1,0,"Rural",0,"Phone","Mens E-Mail",1,1,0,0
19278,6,"4) $350 - $500",387.93,0,1,"Urban",0,"Phone","Mens E-Mail",1,0,0,0
19279,4,"2) $100 - $200",151.13,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
19280,10,"2) $100 - $200",181.96,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
19281,11,"1) $0 - $100",29.99,1,0,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
19282,4,"2) $100 - $200",190.47,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
19283,1,"1) $0 - $100",29.99,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
19284,4,"1) $0 - $100",32.17,0,1,"Urban",1,"Phone","Mens E-Mail",1,1,0,0
19285,9,"1) $0 - $100",29.99,1,0,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
19286,1,"3) $200 - $350",252.95,0,1,"Rural",1,"Phone","No E-Mail",0,1,0,0
19287,2,"1) $0 - $100",83,0,1,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
19288,6,"3) $200 - $350",247.46,1,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
19289,9,"1) $0 - $100",29.99,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
19290,8,"2) $100 - $200",105.3,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
19292,8,"3) $200 - $350",265.61,1,0,"Urban",0,"Multichannel","No E-Mail",0,1,0,0
19293,5,"1) $0 - $100",65.16,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
19296,4,"1) $0 - $100",29.99,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0
19298,6,"1) $0 - $100",29.99,0,1,"Rural",1,"Web","No E-Mail",0,1,0,0
19300,4,"1) $0 - $100",29.99,0,1,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
19301,2,"3) $200 - $350",343.52,0,1,"Surburban",0,"Phone","Mens E-Mail",1,1,0,0
19302,11,"4) $350 - $500",415.22,1,0,"Surburban",0,"Multichannel","Mens E-Mail",1,0,0,0
